EKATTE_ID,SETTLEMENT_NAME,AREA(DECARS)
47342,"с. Мартино, общ. Кърджали, обл. Кърджали",0
47353,"с. Мартиново, общ. Чипровци, обл. Монтана",35887
47370,"с. Марулево, общ. Благоевград, обл. Благоевград",25960
47384,"с. Маруцековци, общ. Трявна, обл. Габрово",0
47408,"с. Марчево, общ. Гърмен, обл. Благоевград",5920
47411,"с. Марчино, общ. Попово, обл. Търговище",14025
47425,"с. Марян, общ. Елена, обл. Велико Търново",10266
47439,"с. Масларево, общ. Полски Тръмбеш, обл. Велико Търново",29492
47442,"с. Маслиново, общ. Хасково, обл. Хасково",10353
47456,"с. Матешовци, общ. Трявна, обл. Габрово",0
47468,"с. Маточина, общ. Свиленград, обл. Хасково",26011
47473,"с. Махалата, общ. Струмяни, обл. Благоевград",12463
47487,"с. Махалници, общ. Елена, обл. Велико Търново",0
47500,"с. Маца, общ. Раднево, обл. Стара Загора",10614
47528,"с. Медвен, общ. Котел, обл. Сливен",79224
47531,"с. Медевци, общ. Кирково, обл. Кърджали",3403
47545,"с. Меден бук, общ. Ивайловград, обл. Хасково",40498
47562,"с. Меден кладенец, общ. Тунджа, обл. Ямбол",22322
47559,"с. Медени поляни, общ. Сърница, обл. Пазарджик",38530
47583,"с. Медешевци, общ. Грамада, обл. Видин",17602
47593,"с. Медковец, общ. Медковец, обл. Монтана",81697
47603,"с. Медникарово, общ. Гълъбово, обл. Стара Загора",33045
47617,"с. Медовене, общ. Кубрат, обл. Разград",14809
47620,"с. Медовец, общ. Дългопол, обл. Варна",33898
47634,"с. Медовина, общ. Попово, обл. Търговище",29816
47648,"с. Медовница, общ. Димово, обл. Видин",18782
47665,"с. Медово, общ. Братя Даскалови, обл. Стара Загора",26769
47679,"с. Медово, общ. Добрич-селска, обл. Добрич",17545
47651,"с. Медово, общ. Поморие, обл. Бургас",15702
47682,"с. Межда, общ. Тунджа, обл. Ямбол",16254
47696,"с. Межден, общ. Дулово, обл. Силистра",28020
47706,"с. Междени, общ. Габрово, обл. Габрово",0
47723,"с. Мездрея, общ. Берковица, обл. Монтана",10615
47737,"с. Мезек, общ. Свиленград, обл. Хасково",36517
47768,"с. Мелница, общ. Елхово, обл. Ямбол",35701
47771,"с. Меляне, общ. Георги Дамяново, обл. Монтана",14033
47785,"с. Менгишево, общ. Върбица, обл. Шумен",10432
47799,"с. Мендово, общ. Петрич, обл. Благоевград",4065
47812,"с. Мененкьово, общ. Белово, обл. Пазарджик",8613
47826,"с. Мерданя, общ. Лясковец, обл. Велико Търново",20820
47857,"с. Места, общ. Банско, обл. Благоевград",0
47860,"с. Метлика, общ. Крумовград, обл. Кърджали",6272
47874,"с. Метличина, общ. Вълчи дол, обл. Варна",18201
47888,"с. Метличина, общ. Кирково, обл. Кърджали",0
47891,"с. Метличка, общ. Кирково, обл. Кърджали",6548
47915,"с. Методиево, общ. Върбица, обл. Шумен",23916
47901,"с. Методиево, общ. Добрич-селска, обл. Добрич",20626
47929,"с. Метохия, общ. Трекляно, обл. Кюстендил",13033
47977,"с. Мечка, общ. Иваново, обл. Русе",27473
47963,"с. Мечка, общ. Плевен, обл. Плевен",30969
47980,"с. Мечкарево, общ. Сливен, обл. Сливен",11268
47994,"с. Мечковица, общ. Габрово, обл. Габрово",0
48009,"с. Мечковци, общ. Ихтиман, обл. София",0
48012,"с. Мечкул, общ. Симитли, обл. Благоевград",12508
48026,"с. Мечово, общ. Антоново, обл. Търговище",2142
48037,"с. Мещица, общ. Перник, обл. Перник",20130
48057,"с. Мийковци, общ. Елена, обл. Велико Търново",43401
48060,"с. Микре, общ. Угърчин, обл. Ловеч",59684
49686,"с. Микрево, общ. Струмяни, обл. Благоевград",18218
48074,"с. Миладиново, общ. Кърджали, обл. Кърджали",9281
48088,"с. Миладиновци, общ. Добрич-селска, обл. Добрич",25466
48101,"с. Миладиновци, общ. Тунджа, обл. Ямбол",37731
48091,"с. Миладиновци, общ. Търговище, обл. Търговище",14977
48132,"с. Миланово, общ. Велики Преслав, обл. Шумен",5379
48129,"с. Миланово, общ. Своге, обл. София",45250
48146,"с. Миле, общ. Мадан, обл. Смолян",0
48152,"с. Милево, общ. Садово, обл. Пловдив",18213
48177,"с. Милевци, общ. Трявна, обл. Габрово",0
48194,"с. Милино, общ. Антоново, обл. Търговище",5792
48204,"с. Милковица, общ. Гулянци, обл. Плевен",46559
48218,"с. Милково, общ. Смолян, обл. Смолян",0
48235,"с. Милковци, общ. Габрово, обл. Габрово",0
48249,"с. Милкьовци, общ. Трън, обл. Перник",11190
48252,"с. Милославци, общ. Трън, обл. Перник",10171
48266,"с. Милчина лъка, общ. Грамада, обл. Видин",11453
48278,"с. Миндя, общ. Велико Търново, обл. Велико Търново",30849
48283,"с. Миневци, общ. Елена, обл. Велико Търново",0
48297,"с. Минерални бани, общ. Минерални бани, обл. Хасково",0
48307,"с. Минзухар, общ. Черноочене, обл. Кърджали",8581
48324,"с. Мирково, общ. Мирково, обл. София",63385
48338,"с. Мировец, общ. Търговище, обл. Търговище",11388
48372,"с. Мирово, общ. Братя Даскалови, обл. Стара Загора",20112
48369,"с. Мирово, общ. Ихтиман, обл. София",13688
48341,"с. Мирово, общ. Стражица, обл. Велико Търново",13969
48386,"с. Мировци, общ. Нови пазар, обл. Шумен",32356
48393,"с. Мировяне, общ. Столична, обл. София (столица)",10304
48409,"с. Миролюбово, общ. Бургас, обл. Бургас",7080
48430,"с. Мирчовци, общ. Елена, обл. Велико Търново",0
48444,"с. Мирянци, общ. Пазарджик, обл. Пазарджик",5418
48458,"с. Митино, общ. Петрич, обл. Благоевград",6055
48461,"с. Митовска, общ. Мадан, обл. Смолян",13417
48475,"с. Митровци, общ. Чипровци, обл. Монтана",18873
48502,"с. Михайлово, общ. Стара Загора, обл. Стара Загора",23680
48492,"с. Михайлово, общ. Хайредин, обл. Враца",34264
48516,"с. Михайловци, общ. Габрово, обл. Габрово",0
48524,"с. Михалич, общ. Вълчи дол, обл. Варна",17743
48533,"с. Михалич, общ. Свиленград, обл. Хасково",21975
48547,"с. Михалково, общ. Девин, обл. Смолян",32700
48550,"с. Михалци, общ. Павликени, обл. Велико Търново",36558
48564,"с. Михилци, общ. Хисаря, обл. Пловдив",26238
48578,"с. Михнево, общ. Петрич, обл. Благоевград",18839
48581,"с. Миховци, общ. Трявна, обл. Габрово",0
48605,"с. Мичковци, общ. Габрово, обл. Габрово",17130
48622,"с. Мишевско, общ. Джебел, обл. Кърджали",11898
48636,"с. Мишеморков хан, общ. Велико Търново, обл. Велико Търново",0
48653,"с. Млада гвардия, общ. Ветрино, обл. Варна",25334
48667,"с. Младежко, общ. Малко Търново, обл. Бургас",28796
48670,"с. Младен, общ. Севлиево, обл. Габрово",16212
48698,"с. Младиново, общ. Свиленград, обл. Хасково",31270
48708,"с. Младово, общ. Сливен, обл. Сливен",23887
48711,"с. Мламолово, общ. Бобов дол, обл. Кюстендил",16670
48725,"с. Млекарево, общ. Нова Загора, обл. Сливен",36950
48742,"с. Млечево, общ. Севлиево, обл. Габрово",31632
48756,"с. Млечино, общ. Ардино, обл. Кърджали",5423
48773,"с. Могила, общ. Каспичан, обл. Шумен",31464
48765,"с. Могила, общ. Стара Загора, обл. Стара Загора",11067
48787,"с. Могила, общ. Тунджа, обл. Ямбол",18762
48790,"с. Могилец, общ. Омуртаг, обл. Търговище",6333
30380,"с. Могилино, общ. Две могили, обл. Русе",28291
48800,"с. Могилите, общ. Трявна, обл. Габрово",0
48814,"с. Могилица, общ. Смолян, обл. Смолян",16629
48828,"с. Могилище, общ. Каварна, обл. Добрич",14175
48831,"с. Могилово, общ. Чирпан, обл. Стара Загора",27010
48845,"с. Могиляне, общ. Кирково, обл. Кърджали",6494
00045,"с. Мокрен, общ. Котел, обл. Сливен",78701
48862,"с. Мокреш, общ. Велики Преслав, обл. Шумен",3897
48859,"с. Мокреш, общ. Вълчедръм, обл. Монтана",66652
48876,"с. Мокрище, общ. Пазарджик, обл. Пазарджик",7562
48951,"с. Момин сбор, общ. Велико Търново, обл. Велико Търново",15256
48903,"с. Момина клисура, общ. Белово, обл. Пазарджик",29463
48917,"с. Момина сълза, общ. Момчилград, обл. Кърджали",6195
29221,"с. Момина църква, общ. Средец, обл. Бургас",82738
48948,"с. Момино село, общ. Раковски, обл. Пловдив",19328
48920,"с. Момино, общ. Търговище, обл. Търговище",14000
48934,"с. Момино, общ. Хасково, обл. Хасково",0
48965,"с. Моминско, общ. Садово, обл. Пловдив",4164
48979,"с. Момково, общ. Свиленград, обл. Хасково",30052
49000,"с. Момчилово, общ. Ветрино, обл. Варна",10715
49014,"с. Момчиловци, общ. Смолян, обл. Смолян",40464
49028,"с. Морава, общ. Свищов, обл. Велико Търново",32634
49045,"с. Моравица, общ. Антоново, обл. Търговище",11574
49031,"с. Моравица, общ. Мездра, обл. Враца",14051
49059,"с. Моравка, общ. Антоново, обл. Търговище",11974
49062,"с. Моровеците, общ. Габрово, обл. Габрово",0
49093,"с. Мортагоново, общ. Разград, обл. Разград",25630
49103,"с. Морянци, общ. Крумовград, обл. Кърджали",10288
49117,"с. Московец, общ. Карлово, обл. Пловдив",6698
49432,"с. Мосомище, общ. Гоце Делчев, обл. Благоевград",32861
49120,"с. Мост, общ. Кърджали, обл. Кърджали",13136
49148,"с. Мостич, общ. Велики Преслав, обл. Шумен",4776
49151,"с. Мостово, общ. Асеновград, обл. Пловдив",15800
49165,"с. Мочуре, общ. Рудозем, обл. Смолян",7277
49179,"с. Мощанец, общ. Благоевград, обл. Благоевград",4872
49182,"с. Мракетинци, общ. Трън, обл. Перник",3489
49206,"с. Мрамор, общ. Столична, обл. София (столица)",14362
49219,"с. Мрамор, общ. Тополовград, обл. Хасково",27226
49196,"с. Мрамор, общ. Трън, обл. Перник",8462
49223,"с. Мраморен, общ. Враца, обл. Враца",24649
49237,"с. Мрахори, общ. Габрово, обл. Габрово",0
49240,"с. Мраченик, общ. Карлово, обл. Пловдив",23880
49268,"с. Мрежичко, общ. Джебел, обл. Кърджали",5311
49254,"с. Мрежичко, общ. Руен, обл. Бургас",7212
49271,"с. Мръзеци, общ. Трявна, обл. Габрово",0
49285,"с. Мугла, общ. Смолян, обл. Смолян",74295
49299,"с. Музга, общ. Габрово, обл. Габрово",0
49309,"с. Мулдава, общ. Асеновград, обл. Пловдив",19881
49326,"с. Мурга, общ. Черноочене, обл. Кърджали",16194
49334,"с. Мургаш, общ. Годеч, обл. София",12476
49343,"с. Мургово, общ. Кърджали, обл. Кърджали",7264
49357,"с. Мурено, общ. Земен, обл. Перник",14611
49360,"с. Мурсалево, общ. Кочериново, обл. Кюстендил",12447
49374,"с. Муртинци, общ. Брезник, обл. Перник",5951
49391,"с. Мусачево, общ. Гълъбово, обл. Стара Загора",15306
49388,"с. Мусачево, общ. Елин Пелин, обл. София",13777
49401,"с. Мусево, общ. Ардино, обл. Кърджали",4309
49415,"с. Муселиево, общ. Никопол, обл. Плевен",30561
49429,"с. Мусина, общ. Павликени, обл. Велико Търново",23349
49446,"с. Мустрак, общ. Свиленград, обл. Хасково",14594
49450,"с. Мухово, общ. Ихтиман, обл. София",83723
49463,"с. Муця, общ. Дряново, обл. Габрово",0
49477,"с. Мъглен, общ. Айтос, обл. Бургас",23147
49480,"с. Мъглене, общ. Кирково, обл. Кърджали",5079
49504,"с. Мъглища, общ. Мадан, обл. Смолян",4759
49518,"с. Мъдрево, общ. Кубрат, обл. Разград",23136
49535,"с. Мъдрец, общ. Гълъбово, обл. Стара Загора",36556
49521,"с. Мъдрец, общ. Кърджали, обл. Кърджали",5452
49549,"с. Мъдрино, общ. Карнобат, обл. Бургас",12314
49566,"с. Мърводол, общ. Невестино, обл. Кюстендил",11883
49583,"с. Мъртвината, общ. Елена, обл. Велико Търново",0
49597,"с. Мърчаево, общ. Столична, обл. София (столица)",12177
49607,"с. Мърчево, общ. Бойчиновци, обл. Монтана",29646
49624,"с. Мътеница, общ. Хисаря, обл. Пловдив",33035
51010,"с. Навъсен, общ. Симеоновград, обл. Хасково",14667
51024,"с. Надарево, общ. Търговище, обл. Търговище",12844
51038,"с. Надарци, общ. Смолян, обл. Смолян",0
51041,"с. Надежден, общ. Харманли, обл. Хасково",13205
51069,"с. Найден Герово, общ. Съединение, обл. Пловдив",19643
51072,"с. Найденово, общ. Братя Даскалови, обл. Стара Загора",17494
51086,"с. Нане, общ. Кирково, обл. Кърджали",5041
51097,"с. Нановица, общ. Момчилград, обл. Кърджали",5235
51127,"с. Нареченски бани, общ. Асеновград, обл. Пловдив",16021
51130,"с. Насалевци, общ. Трън, обл. Перник",7116
51158,"с. Наум, общ. Каолиново, обл. Шумен",12586
51161,"с. Научене, общ. Нова Загора, обл. Сливен",16946
51175,"с. Нацовци, общ. Велико Търново, обл. Велико Търново",0
51189,"с. Начево, общ. Драгоман, обл. София",2459
51192,"с. Небеска, общ. Черноочене, обл. Кърджали",5099
51202,"с. Невестино, общ. Карнобат, обл. Бургас",24908
35136,"с. Невестино, общ. Кърджали, обл. Кърджали",1225
51216,"с. Невестино, общ. Невестино, обл. Кюстендил",6721
51233,"с. Невша, общ. Ветрино, обл. Варна",47975
51250,"с. Негован, общ. Столична, обл. София (столица)",9330
51264,"с. Неговановци, общ. Ново село, обл. Видин",14743
51278,"с. Негованци, общ. Радомир, обл. Перник",8553
51281,"с. Негушево, общ. Горна Малина, обл. София",14714
51295,"с. Недан, общ. Павликени, обл. Велико Търново",34819
51305,"с. Неделево, общ. Съединение, обл. Пловдив",13442
51322,"с. Неделище, общ. Драгоман, обл. София",6897
51336,"с. Неделкова Гращица, общ. Невестино, обл. Кюстендил",8368
51343,"с. Неделково, общ. Трън, обл. Перник",11166
51353,"с. Недоклан, общ. Разград, обл. Разград",9187
51367,"с. Недялковци, общ. Елена, обл. Велико Търново",0
51370,"с. Недялковци, общ. Трявна, обл. Габрово",0
51384,"с. Недялско, общ. Стралджа, обл. Ямбол",44422
51408,"с. Нейково, общ. Каварна, обл. Добрич",19035
51398,"с. Нейково, общ. Котел, обл. Сливен",76205
51411,"с. Нейкьовец, общ. Ихтиман, обл. София",0
51439,"с. Нейчовци, общ. Дряново, обл. Габрово",0
51442,"с. Ненково, общ. Кърджали, обл. Кърджали",27191
51456,"с. Неново, общ. Провадия, обл. Варна",12303
51469,"с. Неновци, общ. Трявна, обл. Габрово",0
51473,"с. Неофит Бозвелиево, общ. Момчилград, обл. Кърджали",8705
51487,"с. Неофит Рилски, общ. Ветрино, обл. Варна",33935
51490,"с. Непразненци, общ. Брезник, обл. Перник",7274
51514,"с. Несла, общ. Драгоман, обл. София",6992
51528,"с. Нефела, общ. Враца, обл. Враца",5364
51531,"с. Нешевци, общ. Елена, обл. Велико Търново",0
51559,"с. Нивянин, общ. Борован, обл. Враца",31010
51562,"с. Никачковци, общ. Трявна, обл. Габрово",0
51651,"с. Никола Козлево, общ. Никола Козлево, обл. Шумен",36005
51584,"с. Николаевка, общ. Суворово, обл. Варна",34586
51620,"с. Николаево, общ. Плевен, обл. Плевен",54973
51617,"с. Николаево, общ. Радомир, обл. Перник",6652
51634,"с. Николаево, общ. Сливен, обл. Сливен",15170
51593,"с. Николаево, общ. Стражица, обл. Велико Търново",15340
51603,"с. Николаево, общ. Трявна, обл. Габрово",0
52400,"с. Николичевци, общ. Кюстендил, обл. Кюстендил",5719
51665,"с. Николово, общ. Монтана, обл. Монтана",14580
51679,"с. Николово, общ. Русе, обл. Русе",58398
51682,"с. Николово, общ. Хасково, обл. Хасково",26141
51696,"с. Николовци, общ. Елена, обл. Велико Търново",0
51715,"с. Николчовци, общ. Габрово, обл. Габрово",0
51706,"с. Николчовци, общ. Елена, обл. Велико Търново",0
51737,"с. Никудин, общ. Струмяни, обл. Благоевград",16429
51740,"с. Никюп, общ. Велико Търново, обл. Велико Търново",19433
51768,"с. Нисово, общ. Иваново, обл. Русе",28258
51771,"с. Ничовци, общ. Елена, обл. Велико Търново",0
51799,"с. Нова Върбовка, общ. Стражица, обл. Велико Търново",25358
51812,"с. Нова Камена, общ. Тервел, обл. Добрич",34390
51860,"с. Нова Ловча, общ. Хаджидимово, обл. Благоевград",12938
51891,"с. Нова Надежда, общ. Хасково, обл. Хасково",16527
51901,"с. Нова Попина, общ. Ситово, обл. Силистра",12440
51956,"с. Нова Черна, общ. Тутракан, обл. Силистра",49471
51963,"с. Нова Шипка, общ. Долни чифлик, обл. Варна",12293
51785,"с. Нова бяла река, общ. Върбица, обл. Шумен",28128
51857,"с. Нова ливада, общ. Ивайловград, обл. Хасково",1294
51874,"с. Нова махала, общ. Батак, обл. Пазарджик",47168
51888,"с. Нова махала, общ. Николаево, обл. Стара Загора",18938
51826,"с. Новаково, общ. Аксаково, обл. Варна",16970
51830,"с. Новаково, общ. Асеновград, обл. Пловдив",50078
51843,"с. Новаковци, общ. Габрово, обл. Габрово",0
51929,"с. Новачево, общ. Сливен, обл. Сливен",25622
51946,"с. Новачене, общ. Ботевград, обл. София",33837
51932,"с. Новачене, общ. Никопол, обл. Плевен",63314
51977,"с. Новград, общ. Ценово, обл. Русе",27955
32398,"с. Нови извор, общ. Асеновград, обл. Пловдив",13679
51994,"с. Нови пазар, общ. Черноочене, обл. Кърджали",0
52012,"с. Нови хан, общ. Елин Пелин, обл. София",47558
52026,"с. Нови чифлик, общ. Кюстендил, обл. Кюстендил",3050
52038,"с. Ново Ботево, общ. Добрич-селска, обл. Добрич",3462
52074,"с. Ново Делчево, общ. Сандански, обл. Благоевград",2670
52088,"с. Ново Железаре, общ. Хисаря, обл. Пловдив",18798
52091,"с. Ново Кономлади, общ. Петрич, обл. Благоевград",4965
52101,"с. Ново Лески, общ. Хаджидимово, обл. Благоевград",13546
52115,"с. Ново Оряхово, общ. Долни чифлик, обл. Варна",14149
52129,"с. Ново Паничарево, общ. Приморско, обл. Бургас",92974
52307,"с. Ново Ходжово, общ. Сандански, обл. Благоевград",7125
52310,"с. Ново Янково, общ. Смядово, обл. Шумен",7014
52043,"с. Ново бърдо, общ. Драгоман, обл. София",7772
52060,"с. Ново градище, общ. Стражица, обл. Велико Търново",21455
52177,"с. Ново село, общ. Велико Търново, обл. Велико Търново",41868
52194,"с. Ново село, общ. Кюстендил, обл. Кюстендил",33724
52180,"с. Ново село, общ. Ново село, обл. Видин",48622
52235,"с. Ново село, общ. Русе, обл. Русе",48523
52249,"с. Ново село, общ. Самоков, обл. София",18170
52221,"с. Ново село, общ. Стамболийски, обл. Пловдив",12873
52252,"с. Ново село, общ. Стара Загора, обл. Стара Загора",10582
52057,"с. Новогорци, общ. Златарица, обл. Велико Търново",0
52132,"с. Новосел, общ. Шумен, обл. Шумен",28468
52146,"с. Новоселец, общ. Нова Загора, обл. Сливен",34617
52153,"с. Новоселище, общ. Черноочене, обл. Кърджали",2537
52283,"с. Новоселци, общ. Видин, обл. Видин",0
52297,"с. Новоселяне, общ. Бобов дол, обл. Кюстендил",6873
52324,"с. Ноевци, общ. Брезник, обл. Перник",16470
52338,"с. Ножарево, общ. Главиница, обл. Силистра",11210
52341,"с. Ножарово, общ. Самуил, обл. Разград",6579
52355,"с. Ножерите, общ. Трявна, обл. Габрово",0
52369,"с. Носеите, общ. Трявна, обл. Габрово",0
52372,"с. Ночево, общ. Черноочене, обл. Кърджали",12911
52386,"с. Нюшковци, общ. Елена, обл. Велико Търново",0
53014,"с. Обединение, общ. Полски Тръмбеш, обл. Велико Търново",57650
53031,"с. Обел, общ. Благоевград, обл. Благоевград",16747
53059,"с. Обидим, общ. Банско, обл. Благоевград",64962
53062,"с. Обител, общ. Омуртаг, обл. Търговище",12181
53076,"с. Обичник, общ. Момчилград, обл. Кърджали",3773
53089,"с. Обнова, общ. Левски, обл. Плевен",68689
53093,"с. Оборище, общ. Вълчи дол, обл. Варна",13409
53103,"с. Оборище, общ. Панагюрище, обл. Пазарджик",69059
53117,"с. Обретеник, общ. Борово, обл. Русе",38948
53120,"с. Оброчище, общ. Балчик, обл. Добрич",28713
53134,"с. Обручище, общ. Гълъбово, обл. Стара Загора",61074
53148,"с. Овен, общ. Дулово, обл. Силистра",15772
53151,"с. Овощарци, общ. Габрово, обл. Габрово",0
53165,"с. Овощна, общ. Златарица, обл. Велико Търново",0
53179,"с. Овощник, общ. Казанлък, обл. Стара Загора",11475
53196,"с. Овча могила, общ. Свищов, обл. Велико Търново",54365
53182,"с. Овчага, общ. Провадия, обл. Варна",15665
53206,"с. Овчари, общ. Крумовград, обл. Кърджали",6553
53210,"с. Овчарово, общ. Добрич-селска, обл. Добрич",18983
53223,"с. Овчарово, общ. Търговище, обл. Търговище",18725
53237,"с. Овчарово, общ. Харманли, обл. Хасково",35135
53240,"с. Овчарово, общ. Шумен, обл. Шумен",21625
53268,"с. Овчарци, общ. Раднево, обл. Стара Загора",14343
53254,"с. Овчарци, общ. Сапарева баня, обл. Кюстендил",18824
53271,"с. Овчево, общ. Джебел, обл. Кърджали",1013
53285,"с. Овчеполци, общ. Пазарджик, обл. Пазарджик",30391
53299,"с. Овчи кладенец, общ. Тунджа, обл. Ямбол",46434
53309,"с. Оглед, общ. Рудозем, обл. Смолян",5862
53312,"с. Огнен, общ. Карнобат, обл. Бургас",29321
53326,"с. Огняново, общ. Гърмен, обл. Благоевград",10394
53343,"с. Огняново, общ. Елин Пелин, обл. София",20370
53357,"с. Огняново, общ. Крушари, обл. Добрич",17175
53335,"с. Огняново, общ. Пазарджик, обл. Пазарджик",19502
53374,"с. Огоя, общ. Своге, обл. София",54328
53388,"с. Оградна, общ. Неделино, обл. Смолян",5270
53391,"с. Огражден, общ. Генерал Тошево, обл. Добрич",23591
53401,"с. Одоровци, общ. Брусарци, обл. Монтана",6805
53415,"с. Одраница, общ. Земен, обл. Перник",23553
53432,"с. Одринци, общ. Добрич-селска, обл. Добрич",23030
53429,"с. Одринци, общ. Ивайловград, обл. Хасково",10501
53446,"с. Одърне, общ. Пордим, обл. Плевен",26304
53450,"с. Одърци, общ. Добрич-селска, обл. Добрич",15297
53463,"с. Озърновци, общ. Брезник, обл. Перник",4968
53477,"с. Околиите, общ. Трявна, обл. Габрово",0
53480,"с. Окоп, общ. Тунджа, обл. Ямбол",18783
53494,"с. Окорш, общ. Дулово, обл. Силистра",56393
53504,"с. Оман, общ. Болярово, обл. Ямбол",26356
53521,"с. Омарчево, общ. Каолиново, обл. Шумен",0
53518,"с. Омарчево, общ. Нова Загора, обл. Сливен",35504
53549,"с. Оногур, общ. Тервел, обл. Добрич",5061
53576,"с. Опан, общ. Опан, обл. Стара Загора",29812
53597,"с. Опанец, общ. Добрич-селска, обл. Добрич",7904
53583,"с. Опанец, общ. Плевен, обл. Плевен",18734
53607,"с. Опицвет, общ. Костинброд, обл. София",15672
53610,"с. Оплетня, общ. Своге, обл. София",9827
53624,"с. Опълченец, общ. Братя Даскалови, обл. Стара Загора",19696
53638,"с. Опълченско, общ. Кърджали, обл. Кърджали",2667
53641,"с. Орач, общ. Антоново, обл. Търговище",6165
54821,"с. Орех, общ. Крумовград, обл. Кърджали",0
53655,"с. Ореховица, общ. Долна Митрополия, обл. Плевен",70761
53669,"с. Орехово, общ. Чепеларе, обл. Смолян",57036
53672,"с. Ореш, общ. Свищов, обл. Велико Търново",43140
53691,"с. Орешак, общ. Аксаково, обл. Варна",20886
53707,"с. Орешак, общ. Троян, обл. Ловеч",23190
53713,"с. Орешари, общ. Крумовград, обл. Кърджали",6760
53727,"с. Ореше, общ. Гърмен, обл. Благоевград",14556
53744,"с. Орешене, общ. Дулово, обл. Силистра",8356
53730,"с. Орешене, общ. Ябланица, обл. Ловеч",13484
53761,"с. Орешец, общ. Асеновград, обл. Пловдив",19999
53758,"с. Орешец, общ. Димово, обл. Видин",0
14489,"с. Орешец, общ. Димово, обл. Видин",33909
53792,"с. Орешец, общ. Смолян, обл. Смолян",13669
53775,"с. Орешец, общ. Харманли, обл. Хасково",28489
53789,"с. Орешино, общ. Ивайловград, обл. Хасково",16184
53802,"с. Орешник, общ. Тополовград, обл. Хасково",33339
53816,"с. Орешница, общ. Кърджали, обл. Кърджали",9242
53822,"с. Оризаре, общ. Несебър, обл. Бургас",32157
53833,"с. Оризари, общ. Родопи, обл. Пловдив",6226
53847,"с. Оризари, общ. Твърдица, обл. Сливен",23536
53850,"с. Оризово, общ. Братя Даскалови, обл. Стара Загора",20370
53984,"с. Орлинци, общ. Средец, обл. Бургас",24009
53878,"с. Орлица, общ. Кирково, обл. Кърджали",13842
53895,"с. Орлов дол, общ. Тополовград, обл. Хасково",60100
53881,"с. Орлова могила, общ. Добрич-селска, обл. Добрич",18552
53905,"с. Орловец, общ. Полски Тръмбеш, обл. Велико Търново",29747
53919,"с. Орлово, общ. Котел, обл. Сливен",6315
53936,"с. Орлово, общ. Хасково, обл. Хасково",14934
53948,"с. Орловци, общ. Габрово, обл. Габрово",0
53953,"с. Орляк, общ. Тервел, обл. Добрич",46868
53967,"с. Орляне, общ. Угърчин, обл. Ловеч",13154
53970,"с. Орсоя, общ. Лом, обл. Монтана",17001
53998,"с. Орцево, общ. Белица, обл. Благоевград",15146
54002,"с. Оряховец, общ. Баните, обл. Смолян",8261
54016,"с. Оряховица, общ. Стара Загора, обл. Стара Загора",44883
54033,"с. Оряхово, общ. Любимец, обл. Хасково",30103
54050,"с. Оселна, общ. Етрополе, обл. София",0
54047,"с. Оселна, общ. Мездра, обл. Враца",22903
54078,"с. Осен, общ. Главиница, обл. Силистра",38103
54064,"с. Осен, общ. Криводол, обл. Враца",19628
54081,"с. Осен, общ. Търговище, обл. Търговище",7587
54095,"с. Осенарите, общ. Велико Търново, обл. Велико Търново",0
54105,"с. Осенец, общ. Разград, обл. Разград",50875
54119,"с. Осеновец, общ. Венец, обл. Шумен",15778
54122,"с. Осеновлаг, общ. Своге, обл. София",49490
54145,"с. Осеново, общ. Аксаково, обл. Варна",21246
54136,"с. Осеново, общ. Банско, обл. Благоевград",52832
54153,"с. Осетеново, общ. Павел баня, обл. Стара Загора",32998
54170,"с. Осиковица, общ. Правец, обл. София",49086
54184,"с. Осиково, общ. Гърмен, обл. Благоевград",57475
54198,"с. Осиково, общ. Девин, обл. Смолян",43107
54208,"с. Осиково, общ. Попово, обл. Търговище",24504
54211,"с. Осиковска Лакавица, общ. Правец, обл. София",21106
54225,"с. Осина, общ. Сатовча, обл. Благоевград",25543
54242,"с. Осларка, общ. Чирпан, обл. Стара Загора",5529
54256,"с. Ослен Криводол, общ. Мездра, обл. Враца",15686
54273,"с. Осмар, общ. Велики Преслав, обл. Шумен",19842
54287,"с. Осоица, общ. Горна Малина, обл. София",29241
54300,"с. Остра могила, общ. Котел, обл. Сливен",18561
54314,"с. Остра могила, общ. Стара Загора, обл. Стара Загора",28005
54345,"с. Острец, общ. Търговище, обл. Търговище",11169
54359,"с. Остри пазлак, общ. Смолян, обл. Смолян",0
54362,"с. Острица, общ. Две могили, обл. Русе",30933
54376,"с. Острица, общ. Чепеларе, обл. Смолян",0
54386,"с. Остров, общ. Оряхово, обл. Враца",75531
54393,"с. Островец, общ. Кирково, обл. Кърджали",3001
54403,"с. Островица, общ. Кърджали, обл. Кърджали",5149
54417,"с. Острово, общ. Завет, обл. Разград",73782
54420,"с. Островче, общ. Разград, обл. Разград",18031
54434,"с. Острокапци, общ. Димово, обл. Видин",8854
54448,"с. Остър камък, общ. Харманли, обл. Хасково",28654
54451,"с. Отец Кирилово, общ. Брезово, обл. Пловдив",14027
54465,"с. Отец Паисиево, общ. Калояново, обл. Пловдив",36349
54479,"с. Охлювец, общ. Кърджали, обл. Кърджали",3964
54482,"с. Оходен, общ. Враца, обл. Враца",19151
54496,"с. Охрид, общ. Бойчиновци, обл. Монтана",25104
54506,"с. Очиндол, общ. Мездра, обл. Враца",28099
