EKATTE_ID,SETTLEMENT_NAME,AREA(DECARS)
06118,"с. Бранковци, общ. Велико Търново, обл. Велико Търново",0
06121,"с. Бранковци, общ. Грамада, обл. Видин",22609
06135,"с. Братан, общ. Котел, обл. Сливен",65224
06149,"с. Братаница, общ. Пазарджик, обл. Пазарджик",10206
06152,"с. Братово, общ. Бургас, обл. Бургас",8285
06166,"с. Братово, общ. Търговище, обл. Търговище",11675
06175,"с. Братушково, общ. Сливница, обл. София",10203
06183,"с. Братя Даскалови, общ. Братя Даскалови, обл. Стара Загора",35193
06197,"с. Братя Кунчеви, общ. Стара Загора, обл. Стара Загора",34074
06210,"с. Брегаре, общ. Долна Митрополия, обл. Плевен",29907
07942,"с. Брегово, общ. Кирково, обл. Кърджали",2475
07939,"с. Брежана, общ. Джебел, обл. Кърджали",2035
06238,"с. Брежани, общ. Симитли, обл. Благоевград",39676
06241,"с. Брежниците, общ. Трявна, обл. Габрово",0
06255,"с. Бреза, общ. Рудозем, обл. Смолян",0
06269,"с. Брезе, общ. Девин, обл. Смолян",32872
06272,"с. Брезе, общ. Своге, обл. София",42668
77116,"с. Брезен, общ. Ардино, обл. Кърджали",7210
06306,"с. Брезница, общ. Гоце Делчев, обл. Благоевград",81815
06313,"с. Брезнишки извор, общ. Брезник, обл. Перник",8503
06327,"с. Брезовдол, общ. Своге, обл. София",17006
06344,"с. Брезово, общ. Елена, обл. Велико Търново",0
06375,"с. Бреница, общ. Кнежа, обл. Плевен",83176
06389,"с. Бреница, общ. Тутракан, обл. Силистра",17212
06402,"с. Брест, общ. Гулянци, обл. Плевен",80803
06392,"с. Брест, общ. Трекляно, обл. Кюстендил",5964
06416,"с. Брестак, общ. Вълчи дол, обл. Варна",38673
06421,"с. Брестака, общ. Мирково, обл. София",0
06433,"с. Бресте, общ. Червен бряг, обл. Плевен",25471
06447,"с. Брестник, общ. Родопи, обл. Пловдив",20752
06464,"с. Брестница, общ. Тервел, обл. Добрич",19702
06450,"с. Брестница, общ. Ябланица, обл. Ловеч",25282
06478,"с. Брестова, общ. Гурково, обл. Стара Загора",0
06481,"с. Брестовене, общ. Завет, обл. Разград",54125
06495,"с. Брестовец, общ. Плевен, обл. Плевен",23218
06519,"с. Брестовица, общ. Борово, обл. Русе",20310
06505,"с. Брестовица, общ. Родопи, обл. Пловдив",54526
06536,"с. Брестово, общ. Ловеч, обл. Ловеч",38214
06522,"с. Брестово, общ. Симитли, обл. Благоевград",16705
06547,"с. Брод, общ. Димитровград, обл. Хасково",20360
06553,"с. Бродилово, общ. Царево, обл. Бургас",70189
06567,"с. Брош, общ. Кърджали, обл. Кърджали",2899
06584,"с. Брусевци, общ. Маджарово, обл. Хасково",12198
06608,"с. Брусен, общ. Етрополе, обл. София",73278
06598,"с. Брусен, общ. Мездра, обл. Враца",6807
06625,"с. Брусино, общ. Ивайловград, обл. Хасково",5126
06639,"с. Брусник, общ. Брезник, обл. Перник",9917
06642,"с. Брънеците, общ. Габрово, обл. Габрово",0
06662,"с. Бръчковци, общ. Елена, обл. Велико Търново",0
06673,"с. Бръшлен, общ. Сливо поле, обл. Русе",24831
06687,"с. Бръшлян, общ. Малко Търново, обл. Бургас",57496
06690,"с. Бръшляница, общ. Плевен, обл. Плевен",37905
06700,"с. Бръщен, общ. Доспат, обл. Смолян",30914
06728,"с. Бряговец, общ. Крумовград, обл. Кърджали",30791
06731,"с. Бряговица, общ. Стражица, обл. Велико Търново",19128
06745,"с. Брягово, общ. Първомай, обл. Пловдив",49659
06759,"с. Брягово, общ. Хасково, обл. Хасково",27037
06762,"с. Бряст, общ. Димитровград, обл. Хасково",15040
06776,"с. Брястовец, общ. Бургас, обл. Бургас",29292
06793,"с. Брястово, общ. Балчик, обл. Добрич",0
06803,"с. Брястово, общ. Минерални бани, обл. Хасково",34732
06788,"с. Брястово, общ. Нова Загора, обл. Сливен",10127
06817,"с. Бубино, общ. Ивайловград, обл. Хасково",16132
06848,"с. Бузовград, общ. Казанлък, обл. Стара Загора",13198
06851,"с. Бузяковци, общ. Ихтиман, обл. София",35713
06865,"с. Буйновица, общ. Венец, обл. Шумен",7723
06879,"с. Буйново, общ. Борино, обл. Смолян",45467
06882,"с. Буйново, общ. Търговище, обл. Търговище",20004
06896,"с. Буйновци, общ. Елена, обл. Велико Търново",56843
06906,"с. Бук, общ. Крумовград, обл. Кърджали",16403
06919,"с. Букак, общ. Антоново, обл. Търговище",8267
06923,"с. Буката, общ. Смолян, обл. Смолян",7631
02988,"с. Букаците, общ. Смолян, обл. Смолян",10048
06937,"с. Букова поляна, общ. Мадан, обл. Смолян",6536
06971,"с. Буковец, общ. Брусарци, обл. Монтана",26732
06968,"с. Буковец, общ. Бяла Слатина, обл. Враца",20465
06940,"с. Буковец, общ. Велико Търново, обл. Велико Търново",8717
06954,"с. Буковец, общ. Видин, обл. Видин",18152
06985,"с. Буковец, общ. Своге, обл. София",37261
06999,"с. Буковлък, общ. Плевен, обл. Плевен",21379
07003,"с. Буково, общ. Гоце Делчев, обл. Благоевград",16593
07017,"с. Буково, общ. Мадан, обл. Смолян",7774
56335,"с. Буково, общ. Първомай, обл. Пловдив",40985
07020,"с. Букоровци, общ. Годеч, обл. София",5079
07034,"с. Булаир, общ. Долни чифлик, обл. Варна",12050
07048,"с. Буново, общ. Кюстендил, обл. Кюстендил",20437
07051,"с. Буново, общ. Мирково, обл. София",49711
07822,"с. Бунцево, общ. Якоруда, обл. Благоевград",13089
07065,"с. Бураново, общ. Кочериново, обл. Кюстендил",10898
07911,"с. Бурево, общ. Неделино, обл. Смолян",2785
07082,"с. Буря, общ. Севлиево, обл. Габрово",22480
07096,"с. Бусинци, общ. Трън, обл. Перник",10335
07106,"с. Бусманци, общ. Столична, обл. София (столица)",12708
07116,"с. Бутан, общ. Козлодуй, обл. Враца",64454
07123,"с. Бутово, общ. Павликени, обл. Велико Търново",25841
07867,"с. Бутрева, общ. Велинград, обл. Пазарджик",5387
07137,"с. Бутроинци, общ. Трън, обл. Перник",13257
07154,"с. Буховци, общ. Търговище, обл. Търговище",24246
07171,"с. Бучин проход, общ. Костинброд, обл. София",15904
07168,"с. Бучино, общ. Благоевград, обл. Благоевград",15929
07185,"с. Бучуковци, общ. Дряново, обл. Габрово",0
07199,"с. Бъдеще, общ. Стара Загора, обл. Стара Загора",16440
07209,"с. Бъзовец, общ. Вълчедръм, обл. Монтана",12131
07212,"с. Бъзовец, общ. Две могили, обл. Русе",31704
07226,"с. Бъзовица, общ. Трекляно, обл. Кюстендил",8927
07231,"с. Бъзън, общ. Русе, обл. Русе",26856
07243,"с. Българаново, общ. Омуртаг, обл. Търговище",6010
07257,"с. Българево, общ. Каварна, обл. Добрич",57145
07274,"с. Българене, общ. Левски, обл. Плевен",35057
07260,"с. Българене, общ. Ловеч, обл. Ловеч",29680
07288,"с. Българене, общ. Раднево, обл. Стара Загора",7819
07291,"с. Българи, общ. Царево, обл. Бургас",44403
07315,"с. Българин, общ. Харманли, обл. Хасково",27712
07329,"с. Българка, общ. Силистра, обл. Силистра",21787
07346,"с. Българска поляна, общ. Тополовград, обл. Хасково",45692
07357,"с. Български извор, общ. Тетевен, обл. Ловеч",20093
07363,"с. Българско Сливово, общ. Свищов, обл. Велико Търново",40107
07377,"с. Българчево, общ. Благоевград, обл. Благоевград",12072
07380,"с. Бънзарето, общ. Мъглиж, обл. Стара Загора",0
07394,"с. Бърдарево, общ. Долни чифлик, обл. Варна",9341
07404,"с. Бърдарите, общ. Трявна, обл. Габрово",0
07418,"с. Бърдарски геран, общ. Бяла Слатина, обл. Враца",28033
07421,"с. Бърдени, общ. Трявна, обл. Габрово",0
07435,"с. Бърдо, общ. Ихтиман, обл. София",20021
07452,"с. Бърдоква, общ. Исперих, обл. Разград",8736
07472,"с. Бърза река, общ. Черноочене, обл. Кърджали",3516
07497,"с. Бързина, общ. Хайредин, обл. Враца",30575
07507,"с. Бързица, общ. Провадия, обл. Варна",12457
07510,"с. Бързия, общ. Берковица, обл. Монтана",86669
07524,"с. Бъркач, общ. Долни Дъбник, обл. Плевен",28024
07538,"с. Бъркачево, общ. Бяла Слатина, обл. Враца",23038
07541,"с. Бърложница, общ. Сливница, обл. София",8300
07555,"с. Бърля, общ. Годеч, обл. София",26158
07569,"с. Бърчево, общ. Рудозем, обл. Смолян",0
07572,"с. Бъта, общ. Панагюрище, обл. Пазарджик",46704
07586,"с. Бяга, общ. Брацигово, обл. Пазарджик",21709
07729,"с. Бял бряг, общ. Смядово, обл. Шумен",23115
07747,"с. Бял извор, общ. Ардино, обл. Кърджали",19928
07750,"с. Бял извор, общ. Опан, обл. Стара Загора",16988
07778,"с. Бял кладенец, общ. Нова Загора, обл. Сливен",35762
07781,"с. Бял кладенец, общ. Стамболово, обл. Хасково",10386
07630,"с. Бяла вода, общ. Белене, обл. Плевен",24232
07627,"с. Бяла вода, общ. Малко Търново, обл. Бургас",39014
07644,"с. Бяла паланка, общ. Твърдица, обл. Сливен",50062
07658,"с. Бяла поляна, общ. Кърджали, обл. Кърджали",5815
07692,"с. Бяла река, общ. Върбица, обл. Шумен",65850
07675,"с. Бяла река, общ. Първомай, обл. Пловдив",22568
07689,"с. Бяла река, общ. Рудозем, обл. Смолян",0
07661,"с. Бяла река, общ. Сухиндол, обл. Велико Търново",22050
07613,"с. Бяла, общ. Сливен, обл. Сливен",66820
07733,"с. Бялградец, общ. Ивайловград, обл. Хасково",1806
07764,"с. Бялка, общ. Кърджали, обл. Кърджали",2146
07795,"с. Бялково, общ. Габрово, обл. Габрово",0
07805,"с. Бялковци, общ. Елена, обл. Велико Търново",0
07819,"с. Бяло поле, общ. Опан, обл. Стара Загора",37892
10015,"с. Вазово, общ. Исперих, обл. Разград",20843
10029,"с. Вакарел, общ. Ихтиман, обл. София",52750
10032,"с. Ваклино, общ. Шабла, обл. Добрич",18049
10046,"с. Ваклиново, общ. Сатовча, обл. Благоевград",13522
10050,"с. Ваксево, общ. Невестино, обл. Кюстендил",44715
13069,"с. Валевци, общ. Севлиево, обл. Габрово",0
10063,"с. Валето, общ. Елена, обл. Велико Търново",0
10080,"с. Варана, общ. Левски, обл. Плевен",13531
10104,"с. Варвара, общ. Септември, обл. Пазарджик",27931
10094,"с. Варвара, общ. Царево, обл. Бургас",18272
10118,"с. Вардим, общ. Свищов, обл. Велико Търново",53480
10121,"с. Вардун, общ. Търговище, обл. Търговище",36192
10149,"с. Варненци, общ. Тутракан, обл. Силистра",21843
10152,"с. Варник, общ. Свиленград, обл. Хасково",8255
10166,"с. Варовник, общ. Средец, обл. Бургас",42278
10176,"с. Васил Друмев, общ. Шумен, обл. Шумен",14378
10210,"с. Васил Левски, общ. Алфатар, обл. Силистра",27629
10207,"с. Васил Левски, общ. Карлово, обл. Пловдив",42627
10224,"с. Васил Левски, общ. Опан, обл. Стара Загора",26312
10238,"с. Васил Левски, общ. Търговище, обл. Търговище",10728
10183,"с. Василево, общ. Генерал Тошево, обл. Добрич",18557
10255,"с. Василовци, общ. Брусарци, обл. Монтана",35649
10269,"с. Василовци, общ. Драгоман, обл. София",16770
10272,"с. Васильово, общ. Тетевен, обл. Ловеч",43922
10286,"с. Васково, общ. Любимец, обл. Хасково",16273
10291,"с. Ведраре, общ. Карлово, обл. Пловдив",5487
10307,"с. Ведрина, общ. Добрич-селска, обл. Добрич",29165
10313,"с. Ведрово, общ. Сунгурларе, обл. Бургас",14623
10327,"с. Везенково, общ. Сунгурларе, обл. Бургас",43179
10330,"с. Векилски, общ. Никола Козлево, обл. Шумен",14957
10344,"с. Веленци, общ. Трявна, обл. Габрово",0
10358,"с. Велешани, общ. Кърджали, обл. Кърджали",9677
10361,"с. Велика, общ. Царево, обл. Бургас",26223
10375,"с. Великан, общ. Димитровград, обл. Хасково",6432
10389,"с. Великденче, общ. Джебел, обл. Кърджали",3088
10392,"с. Великденче, общ. Омуртаг, обл. Търговище",4462
10422,"с. Великово, общ. Генерал Тошево, обл. Добрич",15828
10416,"с. Великово, общ. Гълъбово, обл. Стара Загора",15190
10433,"с. Великовци, общ. Антоново, обл. Търговище",13601
10464,"с. Велино, общ. Шумен, обл. Шумен",28892
10478,"с. Велиново, общ. Трън, обл. Перник",14732
76056,"с. Велислав, общ. Сунгурларе, обл. Бургас",18279
10481,"с. Величка, общ. Омуртаг, обл. Търговище",6541
10495,"с. Величково, общ. Дългопол, обл. Варна",13484
10505,"с. Величково, общ. Пазарджик, обл. Пазарджик",25969
10519,"с. Велково, общ. Трявна, обл. Габрово",0
10548,"с. Велковци, общ. Брезник, обл. Перник",9171
10536,"с. Велковци, общ. Габрово, обл. Габрово",0
10522,"с. Велковци, общ. Елена, обл. Велико Търново",0
10567,"с. Велчево, общ. Априлци, обл. Ловеч",19153
10553,"с. Велчево, общ. Велико Търново, обл. Велико Търново",20102
10570,"с. Велчовци, общ. Трявна, обл. Габрово",0
10584,"с. Вельово, общ. Антоново, обл. Търговище",6528
10598,"с. Велювци, общ. Елена, обл. Велико Търново",0
10608,"с. Велющец, общ. Струмяни, обл. Благоевград",13554
10611,"с. Венелин, общ. Долни чифлик, обл. Варна",16060
10642,"с. Венец, общ. Венец, обл. Шумен",24250
10625,"с. Венец, общ. Карнобат, обл. Бургас",31461
10639,"с. Венец, общ. Опан, обл. Стара Загора",13458
10656,"с. Венковец, общ. Ихтиман, обл. София",16436
10663,"с. Венчан, общ. Провадия, обл. Варна",16596
10673,"с. Верен, общ. Братя Даскалови, обл. Стара Загора",19787
10687,"с. Веренци, общ. Омуртаг, обл. Търговище",11612
10690,"с. Веринско, общ. Ихтиман, обл. София",27028
10700,"с. Верско, общ. Черноочене, обл. Кърджали",1205
10714,"с. Веселец, общ. Завет, обл. Разград",21452
10728,"с. Веселец, общ. Омуртаг, обл. Търговище",6584
10731,"с. Веселие, общ. Приморско, обл. Бургас",61054
10745,"с. Веселина, общ. Елена, обл. Велико Търново",0
10759,"с. Веселина, общ. Лозница, обл. Разград",21481
10762,"с. Веселиново, общ. Смядово, обл. Шумен",71216
10776,"с. Веселиново, общ. Тунджа, обл. Ямбол",16103
10789,"с. Веслец, общ. Враца, обл. Враца",14929
10851,"с. Ветрен дол, общ. Септември, обл. Пазарджик",23649
10848,"с. Ветрен, общ. Мъглиж, обл. Стара Загора",30731
10817,"с. Ветрен, общ. Невестино, обл. Кюстендил",20975
10834,"с. Ветрен, общ. Силистра, обл. Силистра",30245
10865,"с. Ветрино, общ. Ветрино, обл. Варна",50248
10879,"с. Ветринци, общ. Велико Търново, обл. Велико Търново",19542
10882,"с. Ветрище, общ. Шумен, обл. Шумен",7009
10896,"с. Ветрово, общ. Габрово, обл. Габрово",0
10906,"с. Ветрушка, общ. Ивайловград, обл. Хасково",6597
10910,"с. Вехтино, общ. Мадан, обл. Смолян",5153
10923,"с. Вехтово, общ. Шумен, обл. Шумен",20406
10937,"с. Вещица, общ. Белоградчик, обл. Видин",10111
10954,"с. Виден, общ. Павел баня, обл. Стара Загора",19467
10985,"с. Видинци, общ. Тунджа, обл. Ямбол",9686
10999,"с. Видлица, общ. Георги Дамяново, обл. Монтана",9538
11003,"с. Видно, общ. Каварна, обл. Добрич",39652
11017,"с. Видрар, общ. Трън, обл. Перник",10312
11020,"с. Видраре, общ. Правец, обл. София",36018
11034,"с. Видрица, общ. Брезник, обл. Перник",7596
11048,"с. Виево, общ. Смолян, обл. Смолян",14779
11051,"с. Визица, общ. Малко Търново, обл. Бургас",47734
11065,"с. Виларе, общ. Велико Търново, обл. Велико Търново",0
11079,"с. Винарово, общ. Ново село, обл. Видин",19753
11082,"с. Винарово, общ. Чирпан, обл. Стара Загора",30546
11096,"с. Винарско, общ. Камено, обл. Бургас",22726
11106,"с. Винево, общ. Минерални бани, обл. Хасково",3669
11123,"с. Виница, общ. Първомай, обл. Пловдив",14763
11137,"с. Винище, общ. Монтана, обл. Монтана",29329
11140,"с. Виноград, общ. Стражица, обл. Велико Търново",29469
11154,"с. Виноградец, общ. Септември, обл. Пазарджик",38690
11168,"с. Виногради, общ. Сандански, обл. Благоевград",8266
11171,"с. Вирове, общ. Монтана, обл. Монтана",16162
11185,"с. Вировско, общ. Враца, обл. Враца",23476
11199,"с. Вис, общ. Ивайловград, обл. Хасково",5445
11209,"с. Вискяр, общ. Перник, обл. Перник",10907
11212,"с. Висок, общ. Омуртаг, обл. Търговище",7640
11232,"с. Висока могила, общ. Бобошево, обл. Кюстендил",6363
11243,"с. Висока поляна, общ. Кърджали, обл. Кърджали",8183
11257,"с. Висока поляна, общ. Хитрино, обл. Шумен",10826
11226,"с. Висока, общ. Кърджали, обл. Кърджали",0
11260,"с. Високите, общ. Мадан, обл. Смолян",0
11274,"с. Високовци, общ. Елена, обл. Велико Търново",0
11288,"с. Витановци, общ. Перник, обл. Перник",7336
11301,"с. Витина, общ. Рудозем, обл. Смолян",8884
11315,"с. Вихрен, общ. Сандански, обл. Благоевград",8063
11329,"с. Вичово, общ. Генерал Тошево, обл. Добрич",13759
11332,"с. Вишан, общ. Драгоман, обл. София",11924
11346,"с. Вишеград, общ. Кърджали, обл. Кърджали",1971
11358,"с. Вишлене, общ. Петрич, обл. Благоевград",12660
11363,"с. Вишна, общ. Руен, обл. Бургас",5084
11377,"с. Вишнево, общ. Баните, обл. Смолян",7274
11380,"с. Вишовград, общ. Павликени, обл. Велико Търново",42436
11394,"с. Владая, общ. Столична, обл. София (столица)",24104
11404,"с. Владимир, общ. Радомир, обл. Перник",10380
11418,"с. Владимирово, общ. Бойчиновци, обл. Монтана",42592
11421,"с. Владимирово, общ. Добрич-селска, обл. Добрич",36443
11435,"с. Владимирово, общ. Тополовград, обл. Хасково",10073
11449,"с. Владимировци, общ. Самуил, обл. Разград",28304
11452,"с. Владиня, общ. Ловеч, обл. Ловеч",30012
11466,"с. Владислав, общ. Стражица, обл. Велико Търново",14109
11483,"с. Владиславци, общ. Драгоман, обл. София",14430
11497,"с. Владиченци, общ. Димово, обл. Видин",6419
11510,"с. Владо Тричков, общ. Своге, обл. София",18969
11507,"с. Владовци, общ. Трявна, обл. Габрово",0
11524,"с. Влайчовци, общ. Габрово, обл. Габрово",0
11541,"с. Власатили, общ. Трявна, обл. Габрово",0
11555,"с. Власатица, общ. Враца, обл. Враца",13141
11569,"с. Влахи, общ. Кресна, обл. Благоевград",125370
11572,"с. Влахово, общ. Смолян, обл. Смолян",0
11586,"с. Влаховци, общ. Габрово, обл. Габрово",0
11604,"с. Водата, общ. Смолян, обл. Смолян",0
11613,"с. Водач, общ. Черноочене, обл. Кърджали",2400
11658,"с. Воден, общ. Болярово, обл. Ямбол",72180
11644,"с. Воден, общ. Димитровград, обл. Хасково",13318
11627,"с. Воден, общ. Първомай, обл. Пловдив",11135
11661,"с. Воденичане, общ. Стралджа, обл. Ямбол",32480
11675,"с. Воденичарово, общ. Стара Загора, обл. Стара Загора",7756
11689,"с. Воденичарско, общ. Джебел, обл. Кърджали",8183
11692,"с. Воденци, общ. Стамболово, обл. Хасково",7164
11702,"с. Водица, общ. Аксаково, обл. Варна",20770
11716,"с. Водица, общ. Попово, обл. Търговище",43429
11720,"с. Водна, общ. Грамада, обл. Видин",18143
11733,"с. Водни пад, общ. Девин, обл. Смолян",0
11764,"с. Водно, общ. Дулово, обл. Силистра",24377
11750,"с. Водно, общ. Стражица, обл. Велико Търново",14981
11778,"с. Воднянци, общ. Димово, обл. Видин",23101
11781,"с. Воднянци, общ. Добрич-селска, обл. Добрич",10009
11795,"с. Водолей, общ. Велико Търново, обл. Велико Търново",14829
11805,"с. Вождово, общ. Черноочене, обл. Кърджали",821
11819,"с. Войвода, общ. Нови пазар, обл. Шумен",25625
11822,"с. Войводенец, общ. Стамболово, обл. Хасково",4238
11836,"с. Войводино, общ. Вълчи дол, обл. Варна",31609
11845,"с. Войводиново, общ. Марица, обл. Пловдив",13031
11853,"с. Войводово, общ. Мизия, обл. Враца",7682
11867,"с. Войводово, общ. Хасково, обл. Хасково",15830
11870,"с. Войкова лъка, общ. Рудозем, обл. Смолян",6971
11884,"с. Войнеговци, общ. Столична, обл. София (столица)",17714
11898,"с. Войнежа, общ. Велико Търново, обл. Велико Търново",40831
11908,"с. Войника, общ. Стралджа, обл. Ямбол",40931
11911,"с. Войниково, общ. Тервел, обл. Добрич",18766
11925,"с. Войница, общ. Видин, обл. Видин",14199
11939,"с. Войници, общ. Монтана, обл. Монтана",8618
11956,"с. Войниците, общ. Трявна, обл. Габрово",0
11960,"с. Войнишка, общ. Севлиево, обл. Габрово",0
11990,"с. Войново, общ. Кайнарджа, обл. Силистра",20847
11987,"с. Войново, общ. Черноочене, обл. Кърджали",2133
12005,"с. Войнягово, общ. Карлово, обл. Пловдив",34198
12019,"с. Войсил, общ. Марица, обл. Пловдив",18191
12022,"с. Вокил, общ. Дулово, обл. Силистра",28130
12036,"с. Волно, общ. Петрич, обл. Благоевград",7821
12042,"с. Воловарово, общ. Чирпан, обл. Стара Загора",0
12053,"с. Воловарци, общ. Кърджали, обл. Кърджали",5022
12067,"с. Волово, общ. Борово, обл. Русе",14958
12084,"с. Волуяк, общ. Столична, обл. София (столица)",18155
12098,"с. Вонеща вода, общ. Велико Търново, обл. Велико Търново",36739
12108,"с. Врабево, общ. Троян, обл. Ловеч",42840
12111,"с. Врабците, общ. Габрово, обл. Габрово",0
12139,"с. Врабча, общ. Трън, обл. Перник",12903
12142,"с. Вракуповица, общ. Струмяни, обл. Благоевград",6658
12989,"с. Враненци, общ. Велинград, обл. Пазарджик",2103
12156,"с. Врани кон, общ. Омуртаг, обл. Търговище",13538
12168,"с. Враниловци, общ. Габрово, обл. Габрово",15625
12173,"с. Вранино, общ. Каварна, обл. Добрич",23407
12187,"с. Вранинци, общ. Мадан, обл. Смолян",0
12190,"с. Вранско, общ. Крумовград, обл. Кърджали",5600
12228,"с. Враня стена, общ. Земен, обл. Перник",14217
12200,"с. Враня, общ. Сандански, обл. Благоевград",11939
12214,"с. Враняк, общ. Бяла Слатина, обл. Враца",32088
12992,"с. Врата, общ. Асеновград, обл. Пловдив",1318
12231,"с. Вратарите, общ. Добрич-селска, обл. Добрич",16108
12245,"с. Вратица, общ. Камено, обл. Бургас",16540
48355,"с. Вратца, общ. Кюстендил, обл. Кюстендил",18103
12262,"с. Врачанци, общ. Добрич-селска, обл. Добрич",6612
12283,"с. Врачеш, общ. Ботевград, обл. София",119329
12293,"с. Врело, общ. Момчилград, обл. Кърджали",12826
12303,"с. Вресово, общ. Руен, обл. Бургас",26647
12317,"с. Връв, общ. Брегово, обл. Видин",22823
12320,"с. Връдловци, общ. Годеч, обл. София",6120
12334,"с. Всемирци, общ. Велинград, обл. Пазарджик",0
12348,"с. Вукан, общ. Трън, обл. Перник",8133
12351,"с. Вуково, общ. Бобошево, обл. Кюстендил",18441
12365,"с. Въбел, общ. Никопол, обл. Плевен",40143
12382,"с. Въгларово, общ. Хасково, обл. Хасково",22909
12396,"с. Въглевци, общ. Велико Търново, обл. Велико Търново",31885
12406,"с. Въглен, общ. Аксаково, обл. Варна",20398
12414,"с. Въглен, общ. Сливен, обл. Сливен",19753
12423,"с. Възел, общ. Черноочене, обл. Кърджали",661
12440,"с. Вълкан, общ. Главиница, обл. Силистра",12295
12454,"с. Вълков дол, общ. Габрово, обл. Габрово",0
12468,"с. Вълкович, общ. Джебел, обл. Кърджали",3576
12471,"с. Вълково, общ. Сандански, обл. Благоевград",3844
12485,"с. Вълковци, общ. Трявна, обл. Габрово",0
12499,"с. Вълкосел, общ. Сатовча, обл. Благоевград",29506
12509,"с. Вълнари, общ. Никола Козлево, обл. Шумен",25358
12530,"с. Вълча поляна, общ. Елхово, обл. Ямбол",35049
12526,"с. Вълчан дол, общ. Баните, обл. Смолян",13532
12512,"с. Вълчан, общ. Смолян, обл. Смолян",5634
13055,"с. Вълчанка, общ. Кирково, обл. Кърджали",5796
72059,"с. Вълчаново, общ. Средец, обл. Бургас",42546
12560,"с. Вълче поле, общ. Любимец, обл. Хасково",49961
12557,"с. Вълчек, общ. Макреш, обл. Видин",10769
12588,"с. Вълчи извор, общ. Болярово, обл. Ямбол",7900
12591,"с. Вълчин, общ. Сунгурларе, обл. Бургас",16139
12601,"с. Вълчитрън, общ. Пордим, обл. Плевен",53807
12615,"с. Вълчовци, общ. Елена, обл. Велико Търново",0
12629,"с. Вълчовци, общ. Елена, обл. Велико Търново",0
12632,"с. Върба, общ. Белоградчик, обл. Видин",7982
12655,"с. Върба, общ. Мадан, обл. Смолян",6220
12663,"с. Върбак, общ. Хитрино, обл. Шумен",28036
12680,"с. Върбен, общ. Брезово, обл. Пловдив",31494
00120,"с. Върбен, общ. Кирково, обл. Кърджали",5854
12694,"с. Върбенци, общ. Кърджали, обл. Кърджали",2277
12704,"с. Върбешница, общ. Мездра, обл. Враца",26005
12718,"с. Върбина, общ. Мадан, обл. Смолян",7213
12721,"с. Върбино, общ. Дулово, обл. Силистра",14805
12749,"с. Върбица, общ. Враца, обл. Враца",26833
12735,"с. Върбица, общ. Горна Оряховица, обл. Велико Търново",21595
76087,"с. Върбица, общ. Димитровград, обл. Хасково",17817
12752,"с. Върбица, общ. Плевен, обл. Плевен",36217
12770,"с. Върбница, общ. Годеч, обл. София",7141
12783,"с. Върбовка, общ. Павликени, обл. Велико Търново",39243
12807,"с. Върбово, общ. Смолян, обл. Смолян",0
12810,"с. Върбово, общ. Харманли, обл. Хасково",22081
12797,"с. Върбово, общ. Чупрене, обл. Видин",41190
12824,"с. Върбовчец, общ. Димово, обл. Видин",6663
12838,"с. Върбяне, общ. Каспичан, обл. Шумен",16688
12841,"с. Въргов дол, общ. Мадан, обл. Смолян",0
12855,"с. Вързилковци, общ. Елена, обл. Велико Търново",0
12869,"с. Вързулица, общ. Полски Тръмбеш, обл. Велико Търново",17565
12886,"с. Върли дол, общ. Кирково, обл. Кърджали",2323
12896,"с. Върли дол, общ. Неделино, обл. Смолян",9180
12913,"с. Върлинка, общ. Велико Търново, обл. Велико Търново",0
12927,"с. Върлино, общ. Неделино, обл. Смолян",3277
12958,"с. Въртоп, общ. Видин, обл. Видин",14213
86030,"с. Върхари, общ. Момчилград, обл. Кърджали",4567
12975,"с. Вършило, общ. Созопол, обл. Бургас",46493
14012,"с. Габаре, общ. Бяла Слатина, обл. Враца",44110
14026,"с. Габарево, общ. Павел баня, обл. Стара Загора",57608
14034,"с. Габер, общ. Драгоман, обл. София",7020
14043,"с. Габер, общ. Крушари, обл. Добрич",17283
14060,"с. Габерово, общ. Маджарово, обл. Хасково",2783
14057,"с. Габерово, общ. Поморие, обл. Бургас",8142
14074,"с. Габра, общ. Елин Пелин, обл. София",38245
14088,"с. Габрака, общ. Елена, обл. Велико Търново",0
14091,"с. Габрене, общ. Петрич, обл. Благоевград",14754
14101,"с. Габрешевци, общ. Трекляно, обл. Кюстендил",10106
14115,"с. Габрина, общ. Мадан, обл. Смолян",0
14132,"с. Габрица, общ. Венец, обл. Шумен",14695
14129,"с. Габрица, общ. Смолян, обл. Смолян",0
14146,"с. Габровдол, общ. Земен, обл. Перник",6074
14163,"с. Габровица, общ. Белово, обл. Пазарджик",37794
14180,"с. Габровница, общ. Монтана, обл. Монтана",38426
14194,"с. Габровница, общ. Своге, обл. София",18888
14204,"с. Габрово, общ. Благоевград, обл. Благоевград",24261
14221,"с. Габрово, общ. Черноочене, обл. Кърджали",12777
14235,"с. Габровци, общ. Велико Търново, обл. Велико Търново",25326
14249,"с. Габър, общ. Созопол, обл. Бургас",45407
14252,"с. Габърница, общ. Ветрино, обл. Варна",7756
14275,"с. Гавраилово, общ. Сливен, обл. Сливен",26679
14283,"с. Гаврил Геново, общ. Георги Дамяново, обл. Монтана",15950
14297,"с. Гаганица, общ. Берковица, обл. Монтана",34612
