MUNICIPALITY_CODE	PROVINCE_CODE	contains	EKATTE_ID	NAME_BG	TYPE_BG	NAME_EN	TYPE_EN
SML09	SML		"44848"	Лясково	с.	Lyaskovo	с.
SZR31	SZR		"44851"	Лясково	с.	Lyaskovo	с.
SHU18	SHU		"44865"	Лятно	с.	Lyatno	с.
PAZ19	PAZ		"44879"	Ляхово	с.	Lyahovo	с.
DOB03	DOB		"44882"	Ляхово	с.	Lyahovo	с.
KRZ02	KRZ		"44896"	Левци	с.	Levtsi	с.
RAZ17	RAZ		"44937"	Ловско	с.	Lovsko	с.
MON04	MON		"46036"	Мадан	с.	Madan	с.
SML16	SML	(1:40110)	"46045"	Мадан	гр.	Madan	гр.
SHU30	SHU		"46053"	Мадара	с.	Madara	с.
SFO39	SFO		"46067"	Маджаре	с.	Madzhare	с.
HKV30	HKV		"46070"	Маджари	с.	Madzhari	с.
HKV18	HKV		"46084"	Маджарово	гр.	Madzharovo	гр.
SZR31	SZR		"46098"	Маджерито	с.	Madzherito	с.
KNL29	KNL		"46108"	Мазарачево	с.	Mazarachevo	с.
VID09	VID		"46111"	Майор Узуново	с.	Mayor Uzunovo	с.
VTR13	VTR	"(3:12615,12629,72641)"	"46125"	Майско	с.	Maysko	с.
KRZ16	KRZ		"46139"	Майсторово	с.	Maystorovo	с.
KRZ02	KRZ		"46156"	Мак	с.	Mak	с.
TGV35	TGV		"46190"	Макариополско	с.	Makariopolsko	с.
KRZ16	KRZ		"46214"	Македонци	с.	Makedontsi	с.
TGV35	TGV		"46228"	Маково	с.	Makovo	с.
SFO10	SFO		"46231"	Макоцево	с.	Makotsevo	с.
VID25	VID		"46245"	Макреш	с.	Makresh	с.
SFO06	SFO		"46259"	Мала Раковица	с.	Mala Rakovitsa	с.
KNL04	KNL		"46262"	Мала Фуча	с.	Mala Fucha	с.
SFO39	SFO		"46276"	Мала църква	с.	Mala tsarkva	с.
SML38	SML	(1:70072)	"46286"	Малево	с.	Malevo	с.
HKV34	HKV		"46293"	Малево	с.	Malevo	с.
JAM22	JAM		"46303"	Маленово	с.	Malenovo	с.
KNL04	KNL		"46317"	Мали Върбовник	с.	Mali Varbovnik	с.
VID16	VID		"46320"	Мали Дреновец	с.	Mali Drenovets	с.
DOB27	DOB		"46334"	Мали извор	с.	Mali izvor	с.
BGS06	BGS		"46348"	Малина	с.	Malina	с.
DOB12	DOB		"46351"	Малина	с.	Malina	с.
LOV18	LOV		"46396"	Малиново	с.	Malinovo	с.
SML02	SML		"46406"	Малка Арда	с.	Malka Arda	с.
SZR31	SZR		"46417"	Малка Верея	с.	Malka Vereya	с.
LOV33	LOV		"46437"	Малка Желязна	с.	Malka Zhelyazna	с.
BGS01	BGS		"46440"	Малка поляна	с.	Malka polyana	с.
DOB15	DOB		"46454"	Малка Смолница	с.	Malka Smolnitsa	с.
TGV02	TGV		"46468"	Малка Черковна	с.	Malka Cherkovna	с.
KRZ15	KRZ		"46471"	Малка Чинка	с.	Malka Chinka	с.
HKV18	HKV		"46499"	Малки Воден	с.	Malki Voden	с.
GAB29	GAB		"46509"	Малки Вършец	с.	Malki Varshets	с.
BLG40	BLG		"46526"	Малки Цалим	с.	Malki Tsalim	с.
VTR04	VTR		"46532"	Малки чифлик	с.	Malki chiflik	с.
HKV09	HKV		"46543"	Малко Асеново	с.	Malko Asenovo	с.
HKV18	HKV		"46557"	Малко Брягово	с.	Malko Bryagovo	с.
RSE33	RSE		"46560"	Малко Враново	с.	Malko Vranovo	с.
HKV17	HKV		"46574"	Малко градище	с.	Malko gradishte	с.
SZR04	SZR		"46588"	Малко Дряново	с.	Malko Dryanovo	с.
SZR31	SZR		"46591"	Малко Кадиево	с.	Malko Kadievo	с.
KRZ15	KRZ		"46601"	Малко Каменяне	с.	Malko Kamenyane	с.
JAM07	JAM		"46615"	Малко Кирилово	с.	Malko Kirilovo	с.
HKV18	HKV		"46632"	Малко Попово	с.	Malko Popovo	с.
SLV11	SLV		"46646"	Малко село	с.	Malko selo	с.
SZR36	SZR		"46658"	Малко Тръново	с.	Malko Tranovo	с.
BGS12	BGS		"46663"	Малко Търново	гр.	Malko Tarnovo	гр.
KRZ14	KRZ		"46680"	Малкоч	с.	Malkoch	с.
SLV20	SLV		"46694"	Малко Чочовени	с.	Malko Chochoveni	с.
JAM03	JAM		"46704"	Малко Шарково	с.	Malko Sharkovo	с.
SOF46	SOF		"46721"	Мало Бучино	с.	Malo Buchino	с.
TGV02	TGV		"46735"	Малоградец	с.	Malogradets	с.
PAZ19	PAZ		"46749"	Мало Конаре	с.	Malo Konare	с.
PDV37	PDV		"46752"	Мало Крушево	с.	Malo Krushevo	с.
SFO16	SFO		"46766"	Мало Малово	с.	Malo Malovo	с.
SHU10	SHU		"46773"	Маломир	с.	Malomir	с.
JAM25	JAM		"46783"	Маломир	с.	Malomir	с.
JAM07	JAM		"46797"	Маломирово	с.	Malomirovo	с.
VRC10	VRC		"46807"	Мало Пещене	с.	Malo Peshtene	с.
VRC05	VRC		"46810"	Малорад	с.	Malorad	с.
KNL04	KNL		"46824"	Мало село	с.	Malo selo	с.
PVN16	PVN		"46841"	Малчика	с.	Malchika	с.
KRZ15	KRZ		"46872"	Малък Девесил	с.	Malak Devesil	с.
LOV38	LOV		"46886"	Малък извор	с.	Malak izvor	с.
HKV30	HKV		"46899"	Малък извор	с.	Malak izvor	с.
JAM07	JAM		"46904"	Малък манастир	с.	Malak manastir	с.
RAZ14	RAZ		"46913"	Малък Поровец	с.	Malak Porovets	с.
SLS07	SLS		"46927"	Малък Преславец	с.	Malak Preslavets	с.
BGS18	BGS		"46930"	Припек	с.	Pripek	с.
PDV33	PDV		"46944"	Малък чардак	с.	Malak chardak	с.
JAM03	JAM		"46958"	Мамарчево	с.	Mamarchevo	с.
SFO34	SFO		"46961"	Манаселска река	с.	Manaselska reka	с.
VAR24	VAR		"46975"	Манастир	с.	Manastir	с.
PDV15	PDV	"(2:02453,40244)"	"46989"	Манастир	с.	Manastir	с.
HKV34	HKV		"46992"	Манастир	с.	Manastir	с.
TGV24	TGV		"47007"	Манастирица	с.	Manastiritsa	с.
VRC35	VRC		"47010"	Манастирище	с.	Manastirishte	с.
SFO43	SFO		"47024"	Манастирище	с.	Manastirishte	с.
RAZ17	RAZ		"47038"	Манастирско	с.	Manastirsko	с.
RAZ17	RAZ		"47041"	Манастирци	с.	Manastirtsi	с.
HKV34	HKV		"47055"	Мандра	с.	Mandra	с.
HKV11	HKV		"47069"	Мандрица	с.	Mandritsa	с.
PDV17	PDV		"47086"	Маноле	с.	Manole	с.
BGS23	BGS		"47096"	Манолич	с.	Manolich	с.
SZR24	SZR		"47101"	Манолово	с.	Manolovo	с.
PDV17	PDV		"47113"	Манолско Конаре	с.	Manolsko Konare	с.
KRZ21	KRZ		"47144"	Манчево	с.	Manchevo	с.
SHU30	SHU		"47161"	Мараш	с.	Marash	с.
BLG33	BLG		"47189"	Марикостиново	с.	Marikostinovo	с.
BGS04	BGS		"47202"	Маринка	с.	Marinka	с.
BLG33	BLG		"47247"	Марино поле	с.	Marino pole	с.
PDV13	PDV		"47250"	Марино поле	с.	Marino pole	с.
SFO39	SFO		"47264"	Марица	с.	Maritsa	с.
HKV29	HKV		"47278"	Симеоновград	гр.	Simeonovgrad	гр.
PDV26	PDV		"47295"	Марково	с.	Markovo	с.
SZR04	SZR		"47305"	Марково	с.	Markovo	с.
SHU19	SHU		"47319"	Марково	с.	Markovo	с.
VRC32	VRC		"47322"	Марково равнище	с.	Markovo ravnishte	с.
RSE27	RSE		"47336"	Мартен	гр.	Marten	гр.
MON36	MON		"47353"	Мартиново	с.	Martinovo	с.
BLG03	BLG		"47370"	Марулево	с.	Marulevo	с.
BLG13	BLG		"47408"	Марчево	с.	Marchevo	с.
TGV24	TGV		"47411"	Марчино	с.	Marchino	с.
VTR13	VTR	(1:22455)	"47425"	Марян	с.	Maryan	с.
VTR26	VTR		"47439"	Масларево	с.	Maslarevo	с.
HKV34	HKV		"47442"	Маслиново	с.	Maslinovo	с.
HKV28	HKV		"47468"	Маточина	с.	Matochina	с.
BLG49	BLG		"47473"	Махалата	с.	Mahalata	с.
SZR27	SZR		"47500"	Маца	с.	Matsa	с.
SLV11	SLV		"47528"	Медвен	с.	Medven	с.
KRZ14	KRZ		"47531"	Медевци	с.	Medevtsi	с.
HKV11	HKV		"47545"	Меден бук	с.	Meden buk	с.
PAZ39	PAZ		"47559"	Медени поляни	с.	Medeni polyani	с.
JAM25	JAM		"47562"	Меден кладенец	с.	Meden kladenets	с.
VID15	VID		"47583"	Медешевци	с.	Medeshevtsi	с.
MON26	MON		"47593"	Медковец	с.	Medkovets	с.
SZR07	SZR		"47603"	Медникарово	с.	Mednikarovo	с.
RAZ16	RAZ		"47617"	Медовене	с.	Medovene	с.
VAR16	VAR		"47620"	Медовец	с.	Medovets	с.
TGV24	TGV		"47634"	Медовина	с.	Medovina	с.
VID16	VID		"47648"	Медовница	с.	Medovnitsa	с.
BGS17	BGS		"47651"	Медово	с.	Medovo	с.
SZR04	SZR		"47665"	Медово	с.	Medovo	с.
DOB15	DOB		"47679"	Медово	с.	Medovo	с.
JAM25	JAM		"47682"	Межда	с.	Mezhda	с.
SLS10	SLS		"47696"	Межден	с.	Mezhden	с.
VRC27	VRC		"47714"	Мездра	гр.	Mezdra	гр.
MON02	MON		"47723"	Мездрея	с.	Mezdreya	с.
HKV28	HKV		"47737"	Мезек	с.	Mezek	с.
BLG40	BLG		"47754"	Мелник	гр.	Melnik	гр.
JAM07	JAM		"47768"	Мелница	с.	Melnitsa	с.
MON14	MON		"47771"	Меляне	с.	Melyane	с.
SHU10	SHU		"47785"	Менгишево	с.	Mengishevo	с.
BLG33	BLG		"47799"	Мендово	с.	Mendovo	с.
KRZ02	KRZ		"47809"	Теменуга	с.	Temenuga	с.
PAZ04	PAZ		"47812"	Мененкьово	с.	Menenkyovo	с.
VTR20	VTR		"47826"	Мерданя	с.	Merdanya	с.
HKV09	HKV		"47843"	Меричлери	гр.	Merichleri	гр.
KRZ15	KRZ		"47860"	Метлика	с.	Metlika	с.
VAR09	VAR		"47874"	Метличина	с.	Metlichina	с.
KRZ14	KRZ		"47891"	Метличка	с.	Metlichka	с.
DOB15	DOB		"47901"	Методиево	с.	Metodievo	с.
SHU10	SHU		"47915"	Методиево	с.	Metodievo	с.
KNL50	KNL		"47929"	Метохия	с.	Metohia	с.
PVN24	PVN		"47963"	Мечка	с.	Mechka	с.
RSE13	RSE		"47977"	Мечка	с.	Mechka	с.
SLV20	SLV		"47980"	Мечкарево	с.	Mechkarevo	с.
BLG44	BLG		"48012"	Мечкул	с.	Mechkul	с.
TGV02	TGV		"48026"	Мечово	с.	Mechovo	с.
PER32	PER		"48037"	Мещица	с.	Meshtitsa	с.
VRC28	VRC		"48043"	Мизия	гр.	Mizia	гр.
VTR13	VTR	"(3:16626,32305,72847)"	"48057"	Мийковци	с.	Miykovtsi	с.
LOV36	LOV		"48060"	Микре	с.	Mikre	с.
KRZ16	KRZ		"48074"	Миладиново	с.	Miladinovo	с.
DOB15	DOB		"48088"	Миладиновци	с.	Miladinovtsi	с.
TGV35	TGV		"48091"	Миладиновци	с.	Miladinovtsi	с.
JAM25	JAM		"48101"	Миладиновци	с.	Miladinovtsi	с.
SFO43	SFO		"48129"	Миланово	с.	Milanovo	с.
SHU23	SHU		"48132"	Миланово	с.	Milanovo	с.
PDV28	PDV		"48152"	Милево	с.	Milevo	с.
SZR38	SZR		"48163"	Елхово	с.	Elhovo	с.
TGV02	TGV		"48194"	Милино	с.	Milino	с.
PVN08	PVN		"48204"	Милковица	с.	Milkovitsa	с.
PER51	PER		"48249"	Милкьовци	с.	Milkyovtsi	с.
PER51	PER		"48252"	Милославци	с.	Miloslavtsi	с.
VID15	VID		"48266"	Милчина лъка	с.	Milchina laka	с.
VTR04	VTR		"48278"	Миндя	с.	Mindya	с.
KRZ35	KRZ		"48307"	Минзухар	с.	Minzuhar	с.
SFO56	SFO		"48324"	Мирково	с.	Mirkovo	с.
TGV35	TGV		"48338"	Мировец	с.	Mirovets	с.
VTR31	VTR		"48341"	Мирово	с.	Mirovo	с.
KNL29	KNL		"48355"	Вратца	с.	Vrattsa	с.
SFO20	SFO		"48369"	Мирово	с.	Mirovo	с.
SZR04	SZR		"48372"	Мирово	с.	Mirovo	с.
SHU22	SHU		"48386"	Мировци	с.	Mirovtsi	с.
SOF46	SOF		"48393"	Мировяне	с.	Mirovyane	с.
BGS04	BGS		"48409"	Миролюбово	с.	Mirolyubovo	с.
PAZ19	PAZ		"48444"	Мирянци	с.	Miryantsi	с.
BLG33	BLG		"48458"	Митино	с.	Mitino	с.
SML16	SML	(1:12187)	"48461"	Митовска	с.	Mitovska	с.
MON36	MON		"48475"	Митровци	с.	Mitrovtsi	с.
MON29	MON		"48489"	Монтана	гр.	Montana	гр.
VRC35	VRC		"48492"	Михайлово	с.	Mihaylovo	с.
SZR31	SZR		"48502"	Михайлово	с.	Mihaylovo	с.
VAR09	VAR		"48524"	Михалич	с.	Mihalich	с.
HKV28	HKV		"48533"	Михалич	с.	Mihalich	с.
SML09	SML		"48547"	Михалково	с.	Mihalkovo	с.
VTR22	VTR		"48550"	Михалци	с.	Mihaltsi	с.
PDV37	PDV		"48564"	Михилци	с.	Mihiltsi	с.
BLG33	BLG	(1:18472)	"48578"	Михнево	с.	Mihnevo	с.
GAB05	GAB	"(2:47706,75099)"	"48605"	Мичковци	с.	Michkovtsi	с.
BGS13	BGS		"48619"	Царево	гр.	Tsarevo	гр.
KRZ08	KRZ		"48622"	Мишевско	с.	Mishevsko	с.
VAR08	VAR		"48653"	Млада гвардия	с.	Mlada gvardia	с.
BGS12	BGS		"48667"	Младежко	с.	Mladezhko	с.
GAB29	GAB		"48670"	Младен	с.	Mladen	с.
HKV28	HKV		"48698"	Младиново	с.	Mladinovo	с.
SLV20	SLV		"48708"	Младово	с.	Mladovo	с.
KNL04	KNL		"48711"	Мламолово	с.	Mlamolovo	с.
SLV16	SLV		"48725"	Млекарево	с.	Mlekarevo	с.
GAB29	GAB	(1:21227)	"48742"	Млечево	с.	Mlechevo	с.
KRZ02	KRZ		"48756"	Млечино	с.	Mlechino	с.
SZR31	SZR		"48765"	Могила	с.	Mogila	с.
SHU19	SHU		"48773"	Могила	с.	Mogila	с.
JAM25	JAM		"48787"	Могила	с.	Mogila	с.
TGV22	TGV		"48790"	Могилец	с.	Mogilets	с.
SML31	SML	"(3:32891,75215,80666)"	"48814"	Могилица	с.	Mogilitsa	с.
DOB17	DOB		"48828"	Могилище	с.	Mogilishte	с.
SZR36	SZR		"48831"	Могилово	с.	Mogilovo	с.
KRZ14	KRZ		"48845"	Могиляне	с.	Mogilyane	с.
MON11	MON		"48859"	Мокреш	с.	Mokresh	с.
SHU23	SHU		"48862"	Мокреш	с.	Mokresh	с.
PAZ19	PAZ		"48876"	Мокрище	с.	Mokrishte	с.
PAZ04	PAZ		"48903"	Момина клисура	с.	Momina klisura	с.
KRZ21	KRZ		"48917"	Момина сълза	с.	Momina salza	с.
TGV35	TGV		"48920"	Момино	с.	Momino	с.
PDV25	PDV		"48948"	Момино село	с.	Momino selo	с.
VTR04	VTR		"48951"	Момин сбор	с.	Momin sbor	с.
PDV28	PDV		"48965"	Моминско	с.	Mominsko	с.
HKV28	HKV		"48979"	Момково	с.	Momkovo	с.
DOB03	DOB		"48982"	Царичино	с.	Tsarichino	с.
KRZ21	KRZ		"48996"	Момчилград	гр.	Momchilgrad	гр.
VAR08	VAR		"49000"	Момчилово	с.	Momchilovo	с.
SML31	SML		"49014"	Момчиловци	с.	Momchilovtsi	с.
VTR28	VTR		"49028"	Морава	с.	Morava	с.
VRC27	VRC		"49031"	Моравица	с.	Moravitsa	с.
TGV02	TGV		"49045"	Моравица	с.	Moravitsa	с.
TGV02	TGV		"49059"	Моравка	с.	Moravka	с.
SZR12	SZR		"49076"	Горно Черковище	с.	Gorno Cherkovishte	с.
RAZ26	RAZ		"49093"	Мортагоново	с.	Mortagonovo	с.
KRZ15	KRZ		"49103"	Морянци	с.	Moryantsi	с.
PDV13	PDV		"49117"	Московец	с.	Moskovets	с.
KRZ16	KRZ		"49120"	Мост	с.	Most	с.
SHU23	SHU		"49148"	Мостич	с.	Mostich	с.
PDV01	PDV		"49151"	Мостово	с.	Mostovo	с.
SML27	SML		"49165"	Мочуре	с.	Mochure	с.
BLG03	BLG		"49179"	Мощанец	с.	Moshtanets	с.
PER51	PER		"49182"	Мракетинци	с.	Mraketintsi	с.
PER51	PER		"49196"	Мрамор	с.	Mramor	с.
SOF46	SOF		"49206"	Мрамор	с.	Mramor	с.
HKV32	HKV		"49219"	Мрамор	с.	Mramor	с.
VRC10	VRC		"49223"	Мраморен	с.	Mramoren	с.
PDV13	PDV		"49240"	Мраченик	с.	Mrachenik	с.
BGS18	BGS		"49254"	Мрежичко	с.	Mrezhichko	с.
KRZ08	KRZ		"49268"	Мрежичко	с.	Mrezhichko	с.
SML31	SML	(1:80193)	"49285"	Мугла	с.	Mugla	с.
PDV01	PDV		"49309"	Мулдава	с.	Muldava	с.
BLG33	BLG		"49312"	Рупите	с.	Rupite	с.
KRZ35	KRZ		"49326"	Мурга	с.	Murga	с.
SFO09	SFO		"49334"	Мургаш	с.	Murgash	с.
KRZ16	KRZ		"49343"	Мургово	с.	Murgovo	с.
PER19	PER		"49357"	Мурено	с.	Mureno	с.
KNL27	KNL		"49360"	Мурсалево	с.	Mursalevo	с.
PER08	PER		"49374"	Муртинци	с.	Murtintsi	с.
SFO17	SFO		"49388"	Мусачево	с.	Musachevo	с.
SZR07	SZR		"49391"	Мусачево	с.	Musachevo	с.
KRZ02	KRZ		"49401"	Мусево	с.	Musevo	с.
PVN21	PVN		"49415"	Муселиево	с.	Muselievo	с.
VTR22	VTR		"49429"	Мусина	с.	Musina	с.
BLG11	BLG		"49432"	Мосомище	с.	Mosomishte	с.
HKV28	HKV		"49446"	Мустрак	с.	Mustrak	с.
SFO20	SFO	"(2:44611,51411)"	"49450"	Мухово	с.	Muhovo	с.
BGS01	BGS		"49477"	Мъглен	с.	Maglen	с.
KRZ14	KRZ		"49480"	Мъглене	с.	Maglene	с.
SZR22	SZR		"49494"	Мъглиж	гр.	Maglizh	гр.
SML16	SML		"49504"	Мъглища	с.	Maglishta	с.
RAZ16	RAZ		"49518"	Мъдрево	с.	Madrevo	с.
KRZ16	KRZ		"49521"	Мъдрец	с.	Madrets	с.
SZR07	SZR		"49535"	Мъдрец	с.	Madrets	с.
BGS09	BGS		"49549"	Мъдрино	с.	Madrino	с.
KNL31	KNL		"49566"	Мърводол	с.	Marvodol	с.
SOF46	SOF		"49597"	Мърчаево	с.	Marchaevo	с.
MON04	MON		"49607"	Мърчево	с.	Marchevo	с.
PDV37	PDV		"49624"	Мътеница	с.	Matenitsa	с.
BLG49	BLG		"49686"	Микрево	с.	Mikrevo	с.
SZR04	SZR		"49998"	Малък дол	с.	Malak dol	с.
HKV29	HKV		"51010"	Навъсен	с.	Navasen	с.
TGV35	TGV		"51024"	Надарево	с.	Nadarevo	с.
HKV33	HKV		"51041"	Надежден	с.	Nadezhden	с.
BGS18	BGS		"51055"	Преображенци	с.	Preobrazhentsi	с.
PDV33	PDV		"51069"	Найден Герово	с.	Nayden Gerovo	с.
SZR04	SZR		"51072"	Найденово	с.	Naydenovo	с.
KRZ14	KRZ		"51086"	Нане	с.	Nane	с.
KRZ21	KRZ		"51097"	Нановица	с.	Nanovitsa	с.
PDV01	PDV		"51127"	Нареченски бани	с.	Narechenski bani	с.
PER51	PER		"51130"	Насалевци	с.	Nasalevtsi	с.
SHU18	SHU		"51158"	Наум	с.	Naum	с.
SLV16	SLV		"51161"	Научене	с.	Nauchene	с.
SFO16	SFO		"51189"	Начево	с.	Nachevo	с.
KRZ35	KRZ		"51192"	Небеска	с.	Nebeska	с.
BGS09	BGS		"51202"	Невестино	с.	Nevestino	с.
KNL31	KNL		"51216"	Невестино	с.	Nevestino	с.
VAR08	VAR		"51233"	Невша	с.	Nevsha	с.
SOF46	SOF		"51250"	Негован	с.	Negovan	с.
VID30	VID		"51264"	Неговановци	с.	Negovanovtsi	с.
PER36	PER		"51278"	Негованци	с.	Negovantsi	с.
SFO10	SFO		"51281"	Негушево	с.	Negushevo	с.
VTR22	VTR		"51295"	Недан	с.	Nedan	с.
PDV33	PDV		"51305"	Неделево	с.	Nedelevo	с.
SML18	SML	"(2:24952,41277)"	"51319"	Неделино	гр.	Nedelino	гр.
SFO16	SFO		"51322"	Неделище	с.	Nedelishte	с.
KNL31	KNL		"51336"	Неделкова Гращица	с.	Nedelkova Grashtitsa	с.
PER51	PER		"51343"	Неделково	с.	Nedelkovo	с.
RAZ26	RAZ		"51353"	Недоклан	с.	Nedoklan	с.
JAM22	JAM		"51384"	Недялско	с.	Nedyalsko	с.
SLV11	SLV		"51398"	Нейково	с.	Neykovo	с.
DOB17	DOB		"51408"	Нейково	с.	Neykovo	с.
KRZ16	KRZ		"51442"	Ненково	с.	Nenkovo	с.
VAR24	VAR		"51456"	Неново	с.	Nenovo	с.
KRZ21	KRZ		"51473"	Неофит Бозвелиево	с.	Neofit Bozvelievo	с.
VAR08	VAR		"51487"	Неофит Рилски	с.	Neofit Rilski	с.
PER08	PER		"51490"	Непразненци	с.	Nepraznentsi	с.
BGS15	BGS		"51500"	Несебър	гр.	Nesebar	гр.
SFO16	SFO		"51514"	Несла	с.	Nesla	с.
VRC10	VRC		"51528"	Нефела	с.	Nefela	с.
VRC05	VRC		"51559"	Нивянин	с.	Nivyanin	с.
VAR26	VAR		"51584"	Николаевка	с.	Nikolaevka	с.
VTR31	VTR		"51593"	Николаево	с.	Nikolaevo	с.
PER36	PER		"51617"	Николаево	с.	Nikolaevo	с.
PVN24	PVN		"51620"	Николаево	с.	Nikolaevo	с.
SLV20	SLV		"51634"	Николаево	с.	Nikolaevo	с.
SZR38	SZR		"51648"	Николаево	гр.	Nikolaevo	гр.
SHU21	SHU		"51651"	Никола Козлево	с.	Nikola Kozlevo	с.
MON29	MON		"51665"	Николово	с.	Nikolovo	с.
RSE27	RSE		"51679"	Николово	с.	Nikolovo	с.
HKV34	HKV		"51682"	Николово	с.	Nikolovo	с.
PVN21	PVN		"51723"	Никопол	гр.	Nikopol	гр.
BLG49	BLG		"51737"	Никудин	с.	Nikudin	с.
VTR04	VTR		"51740"	Никюп	с.	Nikyup	с.
RSE13	RSE		"51768"	Нисово	с.	Nisovo	с.
SHU10	SHU		"51785"	Нова бяла река	с.	Nova byala reka	с.
VTR31	VTR		"51799"	Нова Върбовка	с.	Nova Varbovka	с.
SLV16	SLV		"51809"	Нова Загора	гр.	Nova Zagora	гр.
DOB27	DOB		"51812"	Нова Камена	с.	Nova Kamena	с.
VAR02	VAR		"51826"	Новаково	с.	Novakovo	с.
PDV01	PDV		"51830"	Новаково	с.	Novakovo	с.
HKV11	HKV		"51857"	Нова ливада	с.	Nova livada	с.
BLG52	BLG		"51860"	Нова Ловча	с.	Nova Lovcha	с.
PAZ03	PAZ		"51874"	Нова махала	с.	Nova mahala	с.
SZR38	SZR		"51888"	Нова махала	с.	Nova mahala	с.
HKV34	HKV		"51891"	Нова Надежда	с.	Nova Nadezhda	с.
SLS32	SLS		"51901"	Нова Попина	с.	Nova Popina	с.
SLV20	SLV		"51929"	Новачево	с.	Novachevo	с.
PVN21	PVN		"51932"	Новачене	с.	Novachene	с.
SFO07	SFO		"51946"	Новачене	с.	Novachene	с.
SLS34	SLS		"51956"	Нова Черна	с.	Nova Cherna	с.
VAR13	VAR		"51963"	Нова Шипка	с.	Nova Shipka	с.
RSE37	RSE		"51977"	Новград	с.	Novgrad	с.
PDV41	PDV		"51980"	Стамболийски	гр.	Stamboliyski	гр.
SHU22	SHU		"52009"	Нови пазар	гр.	Novi pazar	гр.
SFO17	SFO		"52012"	Нови хан	с.	Novi han	с.
KNL29	KNL		"52026"	Нови чифлик	с.	Novi chiflik	с.
DOB15	DOB		"52038"	Ново Ботево	с.	Novo Botevo	с.
SFO16	SFO		"52043"	Ново бърдо	с.	Novo bardo	с.
VTR31	VTR		"52060"	Ново градище	с.	Novo gradishte	с.
BLG40	BLG		"52074"	Ново Делчево	с.	Novo Delchevo	с.
PDV37	PDV		"52088"	Ново Железаре	с.	Novo Zhelezare	с.
BLG33	BLG		"52091"	Ново Кономлади	с.	Novo Konomladi	с.
BLG52	BLG		"52101"	Ново Лески	с.	Novo Leski	с.
VAR13	VAR		"52115"	Ново Оряхово	с.	Novo Oryahovo	с.
BGS27	BGS		"52129"	Ново Паничарево	с.	Novo Panicharevo	с.
SHU30	SHU		"52132"	Новосел	с.	Novosel	с.
SLV16	SLV		"52146"	Новоселец	с.	Novoselets	с.
KRZ35	KRZ		"52153"	Новоселище	с.	Novoselishte	с.
VTR04	VTR		"52177"	Ново село	с.	Novo selo	с.
VID30	VID		"52180"	Ново село	с.	Novo selo	с.
KNL29	KNL		"52194"	Ново село	с.	Novo selo	с.
LOV02	LOV		"52218"	Априлци	гр.	Apriltsi	гр.
PDV41	PDV		"52221"	Ново село	с.	Novo selo	с.
RSE27	RSE		"52235"	Ново село	с.	Novo selo	с.
SFO39	SFO		"52249"	Ново село	с.	Novo selo	с.
SZR31	SZR		"52252"	Ново село	с.	Novo selo	с.
BGS08	BGS		"52279"	Константиново	с.	Konstantinovo	с.
VID09	VID		"52283"	Новоселци	с.	Novoseltsi	с.
KNL04	KNL		"52297"	Новоселяне	с.	Novoselyane	с.
BLG40	BLG		"52307"	Ново Ходжово	с.	Novo Hodzhovo	с.
SHU25	SHU		"52310"	Ново Янково	с.	Novo Yankovo	с.
PER08	PER		"52324"	Ноевци	с.	Noevtsi	с.
SLS07	SLS		"52338"	Ножарево	с.	Nozharevo	с.
RAZ29	RAZ		"52341"	Ножарово	с.	Nozharovo	с.
KRZ35	KRZ	(1:24219)	"52372"	Ночево	с.	Nochevo	с.
KNL29	KNL		"52400"	Николичевци	с.	Nikolichevtsi	с.
VTR26	VTR		"53014"	Обединение	с.	Obedinenie	с.
BLG03	BLG		"53031"	Обел	с.	Obel	с.
BGS15	BGS		"53045"	Обзор	гр.	Obzor	гр.
BLG01	BLG	(1:47857)	"53059"	Обидим	с.	Obidim	с.
TGV22	TGV		"53062"	Обител	с.	Obitel	с.
KRZ21	KRZ		"53076"	Обичник	с.	Obichnik	с.
PVN16	PVN		"53089"	Обнова	с.	Obnova	с.
VAR09	VAR		"53093"	Оборище	с.	Oborishte	с.
PAZ20	PAZ		"53103"	Оборище	с.	Oborishte	с.
RSE03	RSE		"53117"	Обретеник	с.	Obretenik	с.
DOB03	DOB		"53120"	Оброчище	с.	Obrochishte	с.
SZR07	SZR		"53134"	Обручище	с.	Obruchishte	с.
SLS10	SLS		"53148"	Овен	с.	Oven	с.
SZR12	SZR		"53179"	Овощник	с.	Ovoshtnik	с.
VAR24	VAR		"53182"	Овчага	с.	Ovchaga	с.
VTR28	VTR		"53196"	Овча могила	с.	Ovcha mogila	с.
KRZ15	KRZ		"53206"	Овчари	с.	Ovchari	с.
DOB15	DOB		"53210"	Овчарово	с.	Ovcharovo	с.
TGV35	TGV		"53223"	Овчарово	с.	Ovcharovo	с.
HKV33	HKV		"53237"	Овчарово	с.	Ovcharovo	с.
SHU30	SHU		"53240"	Овчарово	с.	Ovcharovo	с.
KNL41	KNL		"53254"	Овчарци	с.	Ovchartsi	с.
SZR27	SZR		"53268"	Овчарци	с.	Ovchartsi	с.
KRZ08	KRZ		"53271"	Овчево	с.	Ovchevo	с.
PAZ19	PAZ		"53285"	Овчеполци	с.	Ovchepoltsi	с.
JAM25	JAM		"53299"	Овчи кладенец	с.	Ovchi kladenets	с.
