MUNICIPALITY_CODE	PROVINCE_CODE	contains	EKATTE_ID	NAME_BG	TYPE_BG	NAME_EN	TYPE_EN
VRC27	VRC		"16256"	Горна Кремена	с.	Gorna Kremena	с.
KRZ16	KRZ		"16267"	Горна крепост	с.	Gorna krepost	с.
BLG49	BLG		"16273"	Горна Крушица	с.	Gorna Krushitsa	с.
KRZ15	KRZ		"16287"	Горна кула	с.	Gorna kula	с.
VTR22	VTR		"16290"	Горна Липница	с.	Gorna Lipnitsa	с.
MON36	MON		"16300"	Горна Лука	с.	Gorna Luka	с.
SFO10	SFO		"16314"	Горна Малина	с.	Gorna Malina	с.
PDV12	PDV		"16328"	Горна махала	с.	Gorna mahala	с.
PER51	PER		"16331"	Горна Мелна	с.	Gorna Melna	с.
PVN10	PVN		"16345"	Горна Митрополия	с.	Gorna Mitropolia	с.
VTR06	VTR		"16359"	Горна Оряховица	гр.	Gorna Oryahovitsa	гр.
BLG49	BLG		"16362"	Горна Рибница	с.	Gorna Ribnitsa	с.
GAB29	GAB		"16376"	Горна Росица	с.	Gorna Rositsa	с.
PER08	PER		"16382"	Горна Секирна	с.	Gorna Sekirna	с.
VTR28	VTR		"16393"	Горна Студена	с.	Gorna Studena	с.
BLG40	BLG		"16403"	Горна Сушица	с.	Gorna Sushitsa	с.
TGV22	TGV		"16420"	Горна Хубавка	с.	Gorna Hubavka	с.
SOF46	SOF		"16448"	Горни Богров	с.	Gorni Bogrov	с.
VRC31	VRC		"16451"	Горни Вадин	с.	Gorni Vadin	с.
HKV18	HKV		"16496"	Горни Главанак	с.	Gorni Glavanak	с.
PDV13	PDV		"16513"	Горни Домлян	с.	Gorni Domlyan	с.
PVN11	PVN		"16537"	Горни Дъбник	с.	Gorni Dabnik	с.
PVN37	PVN		"16540"	Горник	с.	Gornik	с.
KNL50	KNL		"16554"	Горни Коритен	с.	Gorni Koriten	с.
VID37	VID		"16571"	Горни Лом	с.	Gorni Lom	с.
SFO39	SFO		"16599"	Горни Окол	с.	Gorni Okol	с.
PER08	PER		"16612"	Горни Романци	с.	Gorni Romantsi	с.
MON11	MON		"16639"	Горни Цибър	с.	Gorni Tsibar	с.
KRZ15	KRZ		"16660"	Горни Юруци	с.	Gorni Yurutsi	с.
RSE03	RSE		"16674"	Горно Абланово	с.	Gorno Ablanovo	с.
SLV20	SLV		"16688"	Горно Александрово	с.	Gorno Aleksandrovo	с.
SZR04	SZR		"16691"	Горно Белево	с.	Gorno Belevo	с.
SZR31	SZR		"16701"	Горно Ботево	с.	Gorno Botevo	с.
HKV34	HKV		"16729"	Горно Войводино	с.	Gorno Voyvodino	с.
PAZ29	PAZ		"16732"	Горно вършило	с.	Gorno varshilo	с.
BLG37	BLG		"16754"	Горно Драглище	с.	Gorno Draglishte	с.
BLG13	BLG		"16763"	Горно Дряново	с.	Gorno Dryanovo	с.
SZR12	SZR		"16780"	Горно Изворово	с.	Gorno Izvorovo	с.
SFO10	SFO		"16794"	Горно Камарци	с.	Gorno Kamartsi	с.
KNL50	KNL		"16804"	Горно Кобиле	с.	Gorno Kobile	с.
TGV22	TGV		"16818"	Горно Козарево	с.	Gorno Kozarevo	с.
KRZ14	KRZ		"16821"	Горно Къпиново	с.	Gorno Kapinovo	с.
HKV11	HKV		"16835"	Горно Луково	с.	Gorno Lukovo	с.
TGV22	TGV		"16849"	Горно Новково	с.	Gorno Novkovo	с.
SZR04	SZR		"16852"	Горно ново село	с.	Gorno novo selo	с.
MON12	MON		"16866"	Горно Озирово	с.	Gorno Ozirovo	с.
LOV18	LOV		"16883"	Горно Павликене	с.	Gorno Pavlikene	с.
VRC10	VRC		"16897"	Горно Пещене	с.	Gorno Peshtene	с.
HKV18	HKV		"16907"	Горно поле	с.	Gorno pole	с.
KRZ02	KRZ		"16910"	Горно Прахово	с.	Gorno Prahovo	с.
SZR24	SZR		"16924"	Горно Сахране	с.	Gorno Sahrane	с.
SFO16	SFO		"16938"	Горно село	с.	Gorno selo	с.
HKV11	HKV		"16941"	Горноселци	с.	Gornoseltsi	с.
PDV01	PDV		"16955"	Горнослав	с.	Gornoslav	с.
BLG40	BLG		"16969"	Горно Спанчево	с.	Gorno Spanchevo	с.
LOV34	LOV		"16986"	Горно трапе	с.	Gorno trape	с.
KNL29	KNL		"16995"	Горно Уйно	с.	Gorno Uyno	с.
BLG03	BLG		"17004"	Горно Хърсово	с.	Gorno Harsovo	с.
MON29	MON		"17018"	Горно Церовене	с.	Gorno Tserovene	с.
BGS06	BGS		"17035"	Горно Ябълково	с.	Gorno Yabalkovo	с.
BGS23	BGS		"17049"	Горово	с.	Gorovo	с.
SML31	SML	(1:27415)	"17052"	Горово	с.	Gorovo	с.
RAZ17	RAZ		"17066"	Гороцвет	с.	Gorotsvet	с.
PER51	PER		"17077"	Горочевци	с.	Gorochevtsi	с.
JAM03	JAM		"17097"	Горска поляна	с.	Gorska polyana	с.
VTR06	VTR		"17107"	Горски горен Тръмбеш	с.	Gorski goren Trambesh	с.
VTR06	VTR		"17124"	Горски долен Тръмбеш	с.	Gorski dolen Trambesh	с.
KRZ14	KRZ		"17138"	Горски извор	с.	Gorski izvor	с.
HKV09	HKV		"17141"	Горски извор	с.	Gorski izvor	с.
VTR31	VTR		"17155"	Горски Сеновец	с.	Gorski Senovets	с.
HKV11	HKV		"17169"	Горско	с.	Gorsko	с.
TGV23	TGV		"17172"	Горско Абланово	с.	Gorsko Ablanovo	с.
KRZ21	KRZ	(1:03258)	"17186"	Горско Дюлево	с.	Gorsko Dyulevo	с.
VTR32	VTR		"17192"	Горско Калугерово	с.	Gorsko Kalugerovo	с.
VTR32	VTR		"17208"	Горско Косово	с.	Gorsko Kosovo	с.
VTR14	VTR		"17213"	Горско ново село	с.	Gorsko novo selo	с.
TGV22	TGV		"17230"	Горско село	с.	Gorsko selo	с.
LOV17	LOV		"17244"	Горско Сливово	с.	Gorsko Slivovo	с.
PVN24	PVN		"17258"	Горталово	с.	Gortalovo	с.
DOB29	DOB		"17275"	Горун	с.	Gorun	с.
VAR05	VAR		"17323"	Господиново	с.	Gospodinovo	с.
SLS15	SLS		"17333"	Господиново	с.	Gospodinovo	с.
BLG11	BLG		"17347"	Господинци	с.	Gospodintsi	с.
GAB12	GAB		"17350"	Гостилица	с.	Gostilitsa	с.
PVN10	PVN		"17364"	Гостиля	с.	Gostilya	с.
LOV18	LOV		"17378"	Гостиня	с.	Gostinya	с.
BLG01	BLG		"17381"	Гостун	с.	Gostun	с.
BLG11	BLG		"17395"	Гоце Делчев	гр.	Gotse Delchev	гр.
BLG44	BLG		"17405"	Градево	с.	Gradevo	с.
LOV33	LOV		"17419"	Градежница	с.	Gradezhnitsa	с.
VID09	VID		"17422"	Градец	с.	Gradets	с.
SLV11	SLV		"17436"	Градец	с.	Gradets	с.
SFO26	SFO		"17449"	Градец	с.	Gradets	с.
VRC21	VRC		"17453"	Градешница	с.	Gradeshnitsa	с.
VTR26	VTR		"17467"	Стефан Стамболово	с.	Stefan Stambolovo	с.
PVN11	PVN		"17470"	Градина	с.	Gradina	с.
PDV23	PDV		"17484"	Градина	с.	Gradina	с.
RAZ17	RAZ		"17498"	Градина	с.	Gradina	с.
VAR24	VAR		"17508"	Градинарово	с.	Gradinarovo	с.
DOB12	DOB		"17511"	Градини	с.	Gradini	с.
GAB29	GAB		"17542"	Градище	с.	Gradishte	с.
PVN16	PVN		"17556"	Градище	с.	Gradishte	с.
SHU30	SHU		"17573"	Градище	с.	Gradishte	с.
GAB29	GAB		"17587"	Градница	с.	Gradnitsa	с.
DOB27	DOB		"17590"	Градница	с.	Gradnitsa	с.
SLV20	SLV		"17600"	Градско	с.	Gradsko	с.
VID03	VID		"17614"	Градсковски колиби	с.	Gradskovski kolibi	с.
SML31	SML		"17631"	Градът	с.	Gradat	с.
VID15	VID		"17645"	Грамада	гр.	Gramada	гр.
KNL48	KNL		"17659"	Грамаде	с.	Gramade	с.
KNL29	KNL		"17680"	Грамаждано	с.	Gramazhdano	с.
BGS12	BGS		"17693"	Граматиково	с.	Gramatikovo	с.
SZR04	SZR		"17717"	Гранит	с.	Granit	с.
BGS06	BGS		"17720"	Гранитец	с.	Granitets	с.
VID01	VID		"17734"	Гранитово	с.	Granitovo	с.
JAM07	JAM		"17748"	Гранитово	с.	Granitovo	с.
KNL29	KNL		"17751"	Граница	с.	Granitsa	с.
VID01	VID		"17765"	Граничак	с.	Granichak	с.
BGS06	BGS		"17779"	Граничар	с.	Granichar	с.
DOB29	DOB		"17782"	Граничар	с.	Granichar	с.
PER08	PER		"17796"	Режанци	с.	Rezhantsi	с.
PDV17	PDV		"17806"	Граф Игнатиево	с.	Graf Ignatievo	с.
PAZ08	PAZ		"17823"	Грашево	с.	Grashevo	с.
PVN24	PVN		"17854"	Гривица	с.	Grivitsa	с.
KRZ15	KRZ	"(2:30911,62178)"	"17868"	Гривка	с.	Grivka	с.
KRZ14	KRZ		"17871"	Гривяк	с.	Grivyak	с.
SFO17	SFO		"17885"	Григорево	с.	Grigorevo	с.
BGS23	BGS		"17909"	Грозден	с.	Grozden	с.
VAR13	VAR		"17912"	Гроздьово	с.	Grozdyovo	с.
MON04	MON		"17943"	Громшин	с.	Gromshin	с.
SML09	SML		"17957"	Грохотно	с.	Grohotno	с.
SZR27	SZR		"17960"	Боздуганово	с.	Bozduganovo	с.
BGS06	BGS		"17974"	Средец	гр.	Sredets	гр.
KRZ21	KRZ		"17988"	Груево	с.	Gruevo	с.
GAB05	GAB	"(3:32069,81431,83034)"	"17991"	Гръблевци	с.	Grablevtsi	с.
SFO16	SFO		"18006"	Грълска падина	с.	Gralska padina	с.
SLS10	SLS		"18018"	Грънчарово	с.	Grancharovo	с.
SFO09	SFO		"18037"	Губеш	с.	Gubesh	с.
SFO43	SFO		"18040"	Губислав	с.	Gubislav	с.
HKV11	HKV	(1:15240)	"18054"	Гугутка	с.	Gugutka	с.
KRZ15	KRZ		"18071"	Гулийка	с.	Guliyka	с.
KRZ15	KRZ		"18085"	Гулия	с.	Gulia	с.
PVN08	PVN		"18099"	Гулянци	гр.	Gulyantsi	гр.
LOV34	LOV		"18109"	Гумощник	с.	Gumoshtnik	с.
KNL29	KNL		"18112"	Гурбановци	с.	Gurbanovtsi	с.
KRZ21	KRZ		"18126"	Гургулица	с.	Gurgulitsa	с.
SFO45	SFO		"18133"	Гургулят	с.	Gurgulyat	с.
SFO07	SFO		"18143"	Гурково	с.	Gurkovo	с.
SZR37	SZR		"18157"	Гурково	гр.	Gurkovo	гр.
DOB03	DOB	(1:06793)	"18160"	Гурково	с.	Gurkovo	с.
SFO06	SFO	(1:05027)	"18174"	Гурмазово	с.	Gurmazovo	с.
SHU18	SHU		"18188"	Гусла	с.	Gusla	с.
DOB27	DOB		"18191"	Гуслар	с.	Guslar	с.
SFO39	SFO		"18201"	Гуцал	с.	Gutsal	с.
GAB05	GAB	"(4:05668,35986,49299,67533)"	"18215"	Гъбене	с.	Gabene	с.
BGS17	BGS		"18229"	Гълъбец	с.	Galabets	с.
HKV34	HKV		"18232"	Гълъбец	с.	Galabets	с.
JAM25	JAM		"18259"	Гълъбинци	с.	Galabintsi	с.
PER36	PER		"18263"	Гълъбник	с.	Galabnik	с.
PDV42	PDV		"18277"	Гълъбово	с.	Galabovo	с.
SZR07	SZR		"18280"	Гълъбово	гр.	Galabovo	гр.
SFO45	SFO		"18294"	Гълъбовци	с.	Galabovtsi	с.
VID06	VID		"18304"	Гъмзово	с.	Gamzovo	с.
KNL29	KNL		"18318"	Гърбино	с.	Garbino	с.
KRZ02	KRZ		"18321"	Гърбище	с.	Garbishte	с.
PER08	PER		"18349"	Гърло	с.	Garlo	с.
KNL29	KNL		"18352"	Гърляно	с.	Garlyano	с.
BLG13	BLG		"18366"	Гърмен	с.	Garmen	с.
SML18	SML		"18374"	Гърнати	с.	Garnati	с.
TGV23	TGV		"18407"	Гърчиново	с.	Garchinovo	с.
KRZ16	KRZ		"18410"	Гъсково	с.	Gaskovo	с.
SML09	SML	(1:72360)	"18424"	Гьоврен	с.	Gyovren	с.
KNL29	KNL		"18455"	Гюешево	с.	Gyueshevo	с.
BGS15	BGS		"18469"	Гюльовца	с.	Gyulyovtsa	с.
VID33	VID		"18486"	Гюргич	с.	Gyurgich	с.
VRC20	VRC		"18505"	Гложене	с.	Glozhene	с.
PAZ08	PAZ		"18527"	Горна Дъбева	с.	Gorna Dabeva	с.
KRZ02	KRZ		"18544"	Главник	с.	Glavnik	с.
KRZ14	KRZ		"18558"	Горно Кирково	с.	Gorno Kirkovo	с.
SFO25	SFO	(1:50245)	"18561"	Горна Василица	с.	Gorna Vasilitsa	с.
DOB12	DOB		"18575"	Горица	с.	Goritsa	с.
RAZ26	RAZ		"18589"	Гецово	с.	Getsovo	с.
SML02	SML		"20033"	Давидково	с.	Davidkovo	с.
SLS15	SLS		"20047"	Давидово	с.	Davidovo	с.
TGV35	TGV		"20050"	Давидово	с.	Davidovo	с.
BLG02	BLG		"20064"	Дагоново	с.	Dagonovo	с.
BLG40	BLG		"20105"	Дамяница	с.	Damyanitsa	с.
GAB29	GAB		"20119"	Дамяново	с.	Damyanovo	с.
SZR27	SZR		"20153"	Даскал-Атанасово	с.	Daskal-Atanasovo	с.
KRZ35	KRZ		"20167"	Даскалово	с.	Daskalovo	с.
RSE08	RSE		"20184"	Две могили	гр.	Dve mogili	гр.
SML02	SML		"20198"	Две тополи	с.	Dve topoli	с.
KNL29	KNL		"20208"	Дворище	с.	Dvorishte	с.
GAB05	GAB		"20225"	Дебел дял	с.	Debel dyal	с.
VTR04	VTR		"20242"	Дебелец	гр.	Debelets	гр.
PER36	PER		"20256"	Дебели лаг	с.	Debeli lag	с.
VTR13	VTR	(1:20081)	"20268"	Дебели рът	с.	Debeli rat	с.
BGS06	BGS		"20273"	Дебелт	с.	Debelt	с.
GAB29	GAB		"20287"	Дебелцово	с.	Debeltsovo	с.
SML02	SML		"20290"	Дебеляново	с.	Debelyanovo	с.
LOV34	LOV		"20300"	Дебнево	с.	Debnevo	с.
PVN21	PVN		"20314"	Дебово	с.	Debovo	с.
BLG03	BLG		"20328"	Дебочица	с.	Debochitsa	с.
BLG13	BLG		"20331"	Дебрен	с.	Debren	с.
BLG40	BLG		"20345"	Дебрене	с.	Debrene	с.
DOB15	DOB		"20359"	Дебрене	с.	Debrene	с.
PAZ19	PAZ		"20362"	Дебръщица	с.	Debrashtitsa	с.
VRC10	VRC		"20376"	Девене	с.	Devene	с.
PVN37	PVN		"20383"	Девенци	с.	Deventsi	с.
KRZ15	KRZ		"20393"	Девесилица	с.	Devesilitsa	с.
KRZ15	KRZ		"20403"	Девесилово	с.	Devesilovo	с.
BGS09	BGS		"20417"	Деветак	с.	Devetak	с.
LOV18	LOV		"20420"	Деветаки	с.	Devetaki	с.
BGS09	BGS		"20448"	Деветинци	с.	Devetintsi	с.
SML09	SML		"20465"	Девин	гр.	Devin	гр.
TGV02	TGV		"20479"	Девино	с.	Devino	с.
VAR14	VAR		"20482"	Девня	гр.	Devnya	гр.
KRZ14	KRZ		"20496"	Дедец	с.	Dedets	с.
VTR14	VTR	"(2:20506,61217)"	"20514"	Дединци	с.	Dedintsi	с.
PDV26	PDV		"20523"	Дедово	с.	Dedovo	с.
PVN03	PVN		"20537"	Деков	с.	Dekov	с.
BLG03	BLG		"20540"	Делвино	с.	Delvino	с.
KRZ14	KRZ		"20554"	Делвино	с.	Delvino	с.
VID06	VID		"20568"	Делейна	с.	Deleyna	с.
BLG11	BLG		"20585"	Делчево	с.	Delchevo	с.
VAR16	VAR		"20599"	Дебелец	с.	Debelets	с.
RAZ14	RAZ		"20609"	Делчево	с.	Delchevo	с.
KNL48	KNL		"20612"	Делян	с.	Delyan	с.
SFO06	SFO		"20626"	Делян	с.	Delyan	с.
VTR28	VTR		"20630"	Деляновци	с.	Delyanovtsi	с.
SHU07	SHU		"20643"	Денница	с.	Dennitsa	с.
JAM03	JAM		"20657"	Денница	с.	Dennitsa	с.
GAB12	GAB	(1:55703)	"20660"	Денчевци	с.	Denchevtsi	с.
HKV28	HKV		"20674"	Дервишка могила	с.	Dervishka mogila	с.
LOV19	LOV		"20688"	Дерманци	с.	Dermantsi	с.
KRZ15	KRZ		"20732"	Джанка	с.	Dzhanka	с.
KRZ08	KRZ		"20746"	Джебел	гр.	Dzhebel	гр.
KRZ21	KRZ		"20755"	Джелепско	с.	Dzhelepsko	с.
KNL48	KNL		"20763"	Джерман	с.	Dzherman	с.
KRZ14	KRZ		"20777"	Джерово	с.	Dzherovo	с.
BLG40	BLG		"20780"	Джигурово	с.	Dzhigurovo	с.
JAM22	JAM		"20804"	Джинот	с.	Dzhinot	с.
PER51	PER		"20818"	Джинчовци	с.	Dzhinchovtsi	с.
VTR20	VTR		"20835"	Джулюница	с.	Dzhulyunitsa	с.
RSE37	RSE		"20849"	Джулюница	с.	Dzhulyunitsa	с.
PDV15	PDV		"20883"	Джурково	с.	Dzhurkovo	с.
SFO34	SFO		"20897"	Джурово	с.	Dzhurovo	с.
BLG40	BLG		"20910"	Зорница	с.	Zornitsa	с.
SHU30	SHU		"20938"	Дибич	с.	Dibich	с.
MON14	MON		"20941"	Дива Слатина	с.	Diva Slatina	с.
PER19	PER		"20972"	Дивля	с.	Divlya	с.
PER32	PER		"20986"	Дивотино	с.	Divotino	с.
LOV33	LOV		"20996"	Дивчовото	с.	Divchovoto	с.
SML18	SML		"21004"	Диманово	с.	Dimanovo	с.
SZR36	SZR		"21049"	Димитриево	с.	Dimitrievo	с.
HKV09	HKV		"21052"	Димитровград	гр.	Dimitrovgrad	гр.
HKV28	HKV		"21078"	Димитровче	с.	Dimitrovche	с.
DOB15	DOB		"21083"	Победа	с.	Pobeda	с.
VID16	VID		"21097"	Димово	гр.	Dimovo	гр.
SZR37	SZR	"(2:20211,29595)"	"21124"	Димовци	с.	Dimovtsi	с.
VTR22	VTR		"21138"	Димча	с.	Dimcha	с.
BGS04	BGS		"21141"	Димчево	с.	Dimchevo	с.
HKV34	HKV		"21155"	Динево	с.	Dinevo	с.
PDV17	PDV		"21169"	Динк	с.	Dink	с.
PAZ14	PAZ		"21172"	Динката	с.	Dinkata	с.
VID09	VID		"21186"	Динковица	с.	Dinkovitsa	с.
SZR27	SZR		"21209"	Диня	с.	Dinya	с.
SLS07	SLS		"21230"	Дичево	с.	Dichevo	с.
VTR04	VTR		"21244"	Дичин	с.	Dichin	с.
HKV09	HKV		"21258"	Длъгнево	с.	Dlagnevo	с.
GAB12	GAB	"(3:15357,36628,67934)"	"21261"	Длъгня	с.	Dlagnya	с.
TGV02	TGV		"21275"	Длъжка поляна	с.	Dlazhka polyana	с.
SHU11	SHU		"21289"	Длъжко	с.	Dlazhko	с.
KNL31	KNL		"21292"	Длъхчево-Сабляр	с.	Dlahchevo-Sablyar	с.
KRZ15	KRZ		"21302"	Доборско	с.	Doborsko	с.
SFO43	SFO		"21316"	Добравица	с.	Dobravitsa	с.
PDV42	PDV		"21324"	Добралък	с.	Dobralak	с.
BGS18	BGS		"21333"	Добра поляна	с.	Dobra polyana	с.
DOB15	DOB		"21350"	Добрево	с.	Dobrevo	с.
LOV38	LOV		"21381"	Добревци	с.	Dobrevtsi	с.
SHU11	SHU		"21405"	Добри Войниково	с.	Dobri Voynikovo	с.
VAR01	VAR		"21419"	Добри дол	с.	Dobri dol	с.
KNL50	KNL		"21422"	Добри дол	с.	Dobri dol	с.
MON24	MON		"21436"	Добри дол	с.	Dobri dol	с.
PDV23	PDV		"21440"	Добри дол	с.	Dobri dol	с.
VTR20	VTR		"21453"	Добри дял	с.	Dobri dyal	с.
BLG49	BLG		"21467"	Добри лаки	с.	Dobri laki	с.
DOB20	DOB		"21470"	Добрин	с.	Dobrin	с.
VAR24	VAR		"21484"	Добрина	с.	Dobrina	с.
BLG01	BLG		"21498"	Добринище	гр.	Dobrinishte	гр.
BGS09	BGS		"21508"	Добриново	с.	Dobrinovo	с.
KRZ16	KRZ		"21511"	Добриново	с.	Dobrinovo	с.
KRZ08	KRZ		"21525"	Добринци	с.	Dobrintsi	с.
HKV09	HKV		"21539"	Добрич	с.	Dobrich	с.
JAM07	JAM		"21542"	Добрич	с.	Dobrich	с.
PAZ19	PAZ		"21556"	Добровница	с.	Dobrovnitsa	с.
KNL05	KNL		"21565"	Доброво	с.	Dobrovo	с.
VAR02	VAR		"21587"	Доброглед	с.	Dobrogled	с.
LOV34	LOV		"21590"	Добродан	с.	Dobrodan	с.
VRC05	VRC		"21600"	Добролево	с.	Dobrolevo	с.
BGS18	BGS		"21614"	Добромир	с.	Dobromir	с.
GAB29	GAB		"21628"	Добромирка	с.	Dobromirka	с.
KRZ14	KRZ		"21631"	Добромирци	с.	Dobromirtsi	с.
VAR08	VAR		"21645"	Доброплодно	с.	Dobroplodno	с.
HKV32	HKV		"21659"	Доброселец	с.	Dobroselets	с.
SOF46	SOF		"21662"	Доброславци	с.	Dobroslavtsi	с.
PDV01	PDV		"21676"	Добростан	с.	Dobrostan	с.
BLG11	BLG		"21680"	Добротино	с.	Dobrotino	с.
SLS32	SLS		"21693"	Добротица	с.	Dobrotitsa	с.
TGV02	TGV		"21703"	Добротица	с.	Dobrotitsa	с.
VAR09	VAR		"21717"	Добротич	с.	Dobrotich	с.
SLS15	SLS		"21720"	Добруджанка	с.	Dobrudzhanka	с.
VRC21	VRC		"21734"	Добруша	с.	Dobrusha	с.
BLG37	BLG		"21748"	Добърско	с.	Dobarsko	с.
SFO43	SFO		"21751"	Добърчин	с.	Dobarchin	с.
SFO17	SFO		"21779"	Доганово	с.	Doganovo	с.
KNL29	KNL		"21782"	Дождевица	с.	Dozhdevitsa	с.
KRZ02	KRZ		"21806"	Дойранци	с.	Doyrantsi	с.
SHU18	SHU		"21811"	Дойранци	с.	Doyrantsi	с.
LOV18	LOV		"21823"	Дойренци	с.	Doyrentsi	с.
BLG44	BLG		"21837"	Докатичево	с.	Dokatichevo	с.
MON29	MON		"21840"	Доктор Йосифово	с.	Doktor Yosifovo	с.
PER51	PER		"21854"	Докьовци	с.	Dokyovtsi	с.
BLG42	BLG		"21868"	Долен	с.	Dolen	с.
SML11	SML		"21871"	Долен	с.	Dolen	с.
BLG33	BLG		"21885"	Долене	с.	Dolene	с.
BLG40	BLG		"21909"	Долени	с.	Doleni	с.
VAR13	VAR		"21912"	Долни чифлик	гр.	Dolni chiflik	гр.
SLS10	SLS		"21926"	Долец	с.	Dolets	с.
TGV24	TGV		"21937"	Долец	с.	Dolets	с.
DOB15	DOB		"21957"	Долина	с.	Dolina	с.
SHU18	SHU		"21960"	Долина	с.	Dolina	с.
KNL04	KNL		"21974"	Долистово	с.	Dolistovo	с.
VAR02	VAR		"21988"	Долище	с.	Dolishte	с.
KRZ16	KRZ		"21991"	Долище	с.	Dolishte	с.
SFO59	SFO		"22006"	Долна баня	гр.	Dolna banya	гр.
MON12	MON		"22019"	Долна Бела речка	с.	Dolna Bela rechka	с.
VRC32	VRC		"22023"	Долна Бешовица	с.	Dolna Beshovitsa	с.
MON29	MON		"22040"	Долна Вереница	с.	Dolna Verenitsa	с.
PER19	PER		"22054"	Долна Врабча	с.	Dolna Vrabcha	с.
BLG28	BLG		"22068"	Долна Градешница	с.	Dolna Gradeshnitsa	с.
KNL29	KNL		"22071"	Долна Гращица	с.	Dolna Grashtitsa	с.
PER36	PER		"22085"	Долна Диканя	с.	Dolna Dikanya	с.
TGV02	TGV		"22099"	Долна Златица	с.	Dolna Zlatitsa	с.
TGV24	TGV		"22109"	Долна Кабда	с.	Dolna Kabda	с.
KNL31	KNL		"22112"	Долна Козница	с.	Dolna Koznitsa	с.
VRC27	VRC		"22126"	Долна Кремена	с.	Dolna Kremena	с.
KRZ16	KRZ		"22134"	Долна крепост	с.	Dolna krepost	с.
BLG33	BLG		"22143"	Долна Крушица	с.	Dolna Krushitsa	с.
KRZ15	KRZ		"22157"	Долна кула	с.	Dolna kula	с.
VTR22	VTR		"22160"	Долна Липница	с.	Dolna Lipnitsa	с.
SFO10	SFO		"22174"	Долна Малина	с.	Dolna Malina	с.
PDV12	PDV		"22191"	Долна махала	с.	Dolna mahala	с.
PER51	PER		"22201"	Долна Мелна	с.	Dolna Melna	с.
PVN10	PVN		"22215"	Долна Митрополия	гр.	Dolna Mitropolia	гр.
SFO16	SFO		"22229"	Долна Невля	с.	Dolna Nevlya	с.
VTR06	VTR		"22232"	Долна Оряховица	гр.	Dolna Oryahovitsa	гр.
BLG33	BLG		"22246"	Долна Рибница	с.	Dolna Ribnitsa	с.
MON29	MON		"22250"	Долна Рикса	с.	Dolna Riksa	с.
PER08	PER		"22263"	Долна Секирна	с.	Dolna Sekirna	с.
RSE37	RSE		"22277"	Долна Студена	с.	Dolna Studena	с.
TGV22	TGV		"22280"	Долна Хубавка	с.	Dolna Hubavka	с.
SOF46	SOF		"22304"	Долни Богров	с.	Dolni Bogrov	с.
VID09	VID		"22318"	Долни Бошняк	с.	Dolni Boshnyak	с.
VRC31	VRC		"22321"	Долни Вадин	с.	Dolni Vadin	с.
PVN08	PVN		"22335"	Долни Вит	с.	Dolni Vit	с.
HKV18	HKV		"22375"	Долни Главанак	с.	Dolni Glavanak	с.
PVN11	PVN		"22407"	Долни Дъбник	гр.	Dolni Dabnik	гр.
KNL50	KNL		"22410"	Долни Коритен	с.	Dolni Koriten	с.
VID37	VID		"22424"	Долни Лом	с.	Dolni Lom	с.
PVN23	PVN		"22438"	Долни Луковит	с.	Dolni Lukovit	с.
SFO39	SFO		"22469"	Долни Окол	с.	Dolni Okol	с.
SOF46	SOF		"22472"	Долни Пасарел	с.	Dolni Pasarel	с.
PER36	PER		"22490"	Долни Раковец	с.	Dolni Rakovets	с.
PER08	PER		"22506"	Долни Романци	с.	Dolni Romantsi	с.
MON11	MON		"22530"	Долни Цибър	с.	Dolni Tsibar	с.
KRZ15	KRZ		"22544"	Долни Юруци	с.	Dolni Yurutsi	с.
RSE27	RSE		"22558"	Долно Абланово	с.	Dolno Ablanovo	с.
HKV09	HKV		"22561"	Долно Белево	с.	Dolno Belevo	с.
HKV30	HKV		"22575"	Долно Ботево	с.	Dolno Botevo	с.
HKV34	HKV		"22589"	Долно Войводино	с.	Dolno Voyvodino	с.
BLG37	BLG		"22602"	Долно Драглище	с.	Dolno Draglishte	с.
BLG13	BLG		"22616"	Долно Дряново	с.	Dolno Dryanovo	с.
SZR12	SZR		"22633"	Долно изворово	с.	Dolno izvorovo	с.
SFO10	SFO		"22647"	Долно Камарци	с.	Dolno Kamartsi	с.
KNL50	KNL		"22650"	Долно Кобиле	с.	Dolno Kobile	с.
TGV22	TGV		"22664"	Долно Козарево	с.	Dolno Kozarevo	с.
KRZ14	KRZ		"22678"	Долно Къпиново	с.	Dolno Kapinovo	с.
PAZ20	PAZ		"22681"	Левски	с.	Levski	с.
MON24	MON		"22695"	Долно Линево	с.	Dolno Linevo	с.
HKV11	HKV		"22705"	Долно Луково	с.	Dolno Lukovo	с.
TGV22	TGV		"22719"	Долно Новково	с.	Dolno Novkovo	с.
SFO16	SFO		"22722"	Долно ново село	с.	Dolno novo selo	с.
SZR04	SZR		"22736"	Долно ново село	с.	Dolno novo selo	с.
MON12	MON		"22747"	Долно Озирово	с.	Dolno Ozirovo	с.
BLG44	BLG		"22753"	Долно Осеново	с.	Dolno Osenovo	с.
SZR37	SZR		"22767"	Паничерево	с.	Panicherevo	с.
HKV30	HKV		"22770"	Долно поле	с.	Dolno pole	с.
KRZ02	KRZ		"22784"	Долно Прахово	с.	Dolno Prahovo	с.
SLS07	SLS		"22798"	Долно Ряхово	с.	Dolno Ryahovo	с.
SZR24	SZR		"22808"	Долно Сахране	с.	Dolno Sahrane	с.
KNL29	KNL		"22811"	Долно село	с.	Dolno selo	с.
