ekatte,shared_grounds_parent,shared_grounds_children,t_v_m,name,oblast,obstina,kmetstvo,kind,category,altitude,document,tsb,abc,area
04282,,,с.,Благоево,VTR,VTR31,VTR31-03,3,7,3,1928,N,300,16260
04296,,,с.,Благоево,RAZ,RAZ26,RAZ26-02,3,6,4,1928,N,301,43804
04306,,,с.,Благун,KRZ,KRZ15,KRZ15-50,3,8,5,1928,S,302,6942
04314,,,с.,Блажиево,KNL,KNL05,KNL05-02,3,6,5,1928,SW,303,6843
04323,,,с.,Блатец,KNL,KNL29,KNL29-00,3,8,8,1928,SW,304,7459
04337,,,с.,Блатец,SLV,SLV20,SLV20-03,3,5,3,1928,SE,305,39220
04340,,,с.,Блатешница,PER,PER19,PER19-00,3,8,6,1928,SW,306,24898
04354,,,с.,Блатино,KNL,KNL48,KNL48-03,3,7,6,1928,SW,307,6726
04368,,,с.,Блатница,PAZ,PAZ32,PAZ32-01,3,7,5,1928,S,308,18205
04371,,,с.,Блато,KNL,KNL04,KNL04-00,3,8,6,1928,SW,309,7087
04399,,,с.,Блатска,BLG,BLG52,BLG52-03,3,6,5,1928,SW,310,10330
04409,,,с.,Бленика,KRZ,KRZ16,KRZ16-52,3,7,5,1928,S,311,4112
04412,,,с.,Близнак,BGS,BGS12,BGS12-00,3,8,5,1928,SE,312,46414
04426,,,с.,Близнаци,VAR,VAR01,VAR01-02,3,5,2,1928,NE,313,52043
04430,,,с.,Близнаци,SHU,SHU11,SHU11-02,3,7,5,1928,NE,314,15769
04443,,,с.,Близнец,SLV,SLV24,SLV24-00,3,8,4,1928,SE,315,7831
04457,,,с.,Блъсково,VAR,VAR24,VAR24-01,3,5,1,1928,NE,316,32812
04460,,10598 15391 24654 47158 51367 51696 72446 73634 80515 ,с.,Блъсковци,VTR,VTR13,VTR13-00,3,8,5,1928,N,317,20103
04474,69451,,с.,Боазът,GAB,GAB29,GAB29-00,3,8,6,1928,N,318,0
04488,17991,,с.,Бобевци,GAB,GAB05,GAB05-00,3,8,5,1928,N,319,0
04491,,,с.,Бобешино,KNL,KNL29,KNL29-00,3,8,8,1928,SW,320,14506
04501,,,гр.,Бобов дол,KNL,KNL04,KNL04-00,1,3,6,1928,SW,321,18286
04515,,,с.,Бобовец,DOB,DOB03,DOB03-02,3,8,4,1928,NE,322,6390
04529,,,с.,Бобораци,PER,PER36,PER36-00,3,8,6,1928,SW,323,7720
04532,,,гр.,Бобошево,KNL,KNL05,KNL05-00,1,4,5,1928,SW,324,22931
04546,,,с.,Бов,SFO,SFO43,SFO43-00,3,8,7,1928,SW,325,24667
04555,,,с.,Богатово,GAB,GAB29,GAB29-05,3,6,4,1928,N,328,16471
04563,,,с.,Богдан,PDV,PDV13,PDV13-03,3,5,5,1928,S,329,41344
04580,,,с.,Богдан,DOB,DOB15,DOB15-06,3,7,4,1928,NE,330,17410
04594,,,с.,Богданица,PDV,PDV28,PDV28-02,3,6,3,1928,S,331,22204
04604,,,с.,Богданлия,SFO,SFO17,SFO17-00,3,8,6,1928,SW,332,10616
04618,,,с.,Богданов дол,PER,PER32,PER32-01,3,6,7,1928,SW,333,9975
04621,,,с.,Богданово,BGS,BGS06,BGS06-00,3,8,4,1928,SE,334,61733
04635,,,с.,Богданово,SLV,SLV16,SLV16-33,3,7,3,1928,SE,335,21474
04649,06851,,с.,Богдановци,SFO,SFO20,SFO20-00,3,8,7,1928,SW,336,0
04652,03054,,с.,Богданско,VTR,VTR13,VTR13-01,3,8,5,1928,N,337,0
04666,,,с.,Богданци,RAZ,RAZ29,RAZ29-01,3,6,5,1928,N,338,16338
04670,,,с.,Богданци,SLS,SLS07,SLS07-02,3,6,3,1928,N,339,26255
04683,02347,,с.,Богданчовци,GAB,GAB05,GAB05-00,3,8,6,1928,N,340,0
04697,,,с.,Богойна,PER,PER51,PER51-00,3,8,7,1928,SW,341,3443
04707,,,с.,Боголин,BLG,BLG42,BLG42-01,3,6,6,1928,SW,342,5344
04724,38011,,с.,Богомил,HKV,HKV33,HKV33-00,3,8,5,1928,S,343,0
04738,,,с.,Богомилово,SZR,SZR31,SZR31-03,3,5,4,1928,SE,344,14305
04741,,,с.,Богомилци,RAZ,RAZ29,RAZ29-02,3,7,5,1928,N,345,10583
04755,,,с.,Богомолско,TGV,TGV02,TGV02-00,3,8,4,1928,NE,346,8473
04772,,,с.,Богорово,SLS,SLS31,SLS31-00,3,8,3,1928,N,347,9281
04786,,,с.,Богорово,JAM,JAM22,JAM22-00,3,8,3,1928,SE,348,12017
04796,,,с.,Богослов,KNL,KNL29,KNL29-04,3,6,7,1928,SW,350,31243
04801,,23929 43668 54376 ,с.,Богутево,SML,SML38,SML38-01,3,7,8,1928,S,351,44776
04813,,,с.,Богьовци,SFO,SFO26,SFO26-00,3,7,6,1928,SW,352,14257
04827,,,с.,Боденец,VRC,VRC27,VRC27-01,3,6,4,1928,NW,353,9130
04830,,,с.,Стамболово,SFO,SFO20,SFO20-01,3,6,6,1928,SW,4474,15170
04844,,,с.,Бодрово,HKV,HKV09,HKV09-01,3,7,3,1928,S,354,24850
04861,63207,,с.,Боево,SML,SML27,SML27-00,3,8,7,1928,S,355,0
04892,,,с.,Боерица,SFO,SFO20,SFO20-00,3,8,7,1928,SW,356,6501
04902,,,с.,Божак,KRZ,KRZ16,KRZ16-53,3,8,5,1928,S,357,1871
04916,,,с.,Божан,DOB,DOB27,DOB27-04,3,7,3,1928,NE,358,9273
04927,,,с.,Божаново,DOB,DOB29,DOB29-00,3,8,1,1928,NE,359,7332
04933,,,с.,Бождово,BLG,BLG40,BLG40-00,3,8,7,1928,SW,360,16046
04947,,,с.,Божевци,SLV,SLV20,SLV20-04,3,7,6,1928,SE,361,47225
04950,,,с.,Боженица,SFO,SFO07,SFO07-00,3,7,5,1928,SW,362,41488
04964,,72998,с.,Боженците,GAB,GAB05,GAB05-00,3,8,6,1928,N,363,7335
04981,,,с.,Божичен,RSE,RSE13,RSE13-00,3,7,2,1928,N,364,15894
05009,,,с.,Божурец,DOB,DOB17,DOB17-00,3,7,3,1928,NE,365,14489
05013,,,с.,Божурица,PVN,PVN10,PVN10-03,3,6,2,1928,NW,366,31326
05027,18174,,гр.,Божурище,SFO,SFO06,SFO06-00,1,3,6,1928,SW,367,0
05030,,,с.,Божурка,TGV,TGV35,TGV35-05,3,7,6,1928,NE,368,8346
05044,,,с.,Божурлук,PVN,PVN16,PVN16-00,3,7,2,1928,NW,369,13853
05058,,,с.,Божурово,RAZ,RAZ16,RAZ16-03,3,6,3,1928,N,370,16377
05061,,,с.,Божурово,DOB,DOB15,DOB15-07,3,6,4,1928,NE,371,35818
05075,,,с.,Божурово,SHU,SHU10,SHU10-01,3,7,4,1928,NE,372,9989
05089,,,с.,Божурци,KRZ,KRZ35,KRZ35-24,3,6,5,1928,S,373,2106
05092,,,с.,Бозаджии,SLV,SLV20,SLV20-00,3,8,3,1928,SE,374,12582
05102,,,с.,Бозвелийско,VAR,VAR24,VAR24-02,3,6,1,1928,NE,375,31055
05124,,,с.,Боил,SLS,SLS10,SLS10-01,3,5,4,1928,N,378,12750
05133,,,с.,Лом Черковна,RSE,RSE04,RSE04-12,3,7,4,1928,N,2813,29224
05147,,,с.,Бойковец,SFO,SFO18,SFO18-00,3,7,7,1928,SW,379,50334
05150,,,с.,Бойково,PDV,PDV26,PDV26-00,3,8,8,1928,S,380,29847
05164,,65632,с.,Бойковци,VTR,VTR13,VTR13-00,3,8,6,1928,N,381,17498
05181,,,с.,Бойник,KRZ,KRZ15,KRZ15-42,3,8,6,1928,S,382,17582
05195,,,с.,Бойница,VID,VID03,VID03-00,3,5,4,1928,NW,383,63084
05205,,,с.,Бойно,KRZ,KRZ16,KRZ16-03,3,6,6,1928,S,384,8131
05219,14218,,с.,Бойновци,GAB,GAB05,GAB05-00,3,8,6,1928,N,385,0
05222,14235,,с.,Бойчеви колиби,VTR,VTR04,VTR04-00,3,8,5,1928,N,386,0
05236,,,гр.,Бойчиновци,MON,MON04,MON04-00,1,5,3,1928,NW,388,16609
05240,12098,,с.,Бойчовци,VTR,VTR04,VTR04-09,3,8,5,1928,N,389,0
05253,,,с.,Бокиловци,MON,MON02,MON02-00,3,7,5,1928,NW,390,8304
05267,37352,,с.,Болтата,GAB,GAB05,GAB05-00,3,8,5,1928,N,391,0
05270,,,с.,Болярино,PDV,PDV25,PDV25-07,3,7,3,1928,S,392,26531
05284,,,гр.,Болярово,JAM,JAM03,JAM03-00,1,4,3,1928,SE,393,39395
05298,,,с.,Болярски извор,HKV,HKV33,HKV33-02,3,7,3,1928,S,394,24273
05308,,,с.,Болярско,JAM,JAM25,JAM25-43,3,6,3,1928,SE,395,30242
05311,,,с.,Болярци,VAR,VAR01,VAR01-03,3,7,3,1928,NE,396,14169
05325,,,с.,Болярци,KRZ,KRZ16,KRZ16-54,3,7,5,1928,S,397,6697
05339,,,с.,Болярци,PDV,PDV28,PDV28-03,3,5,3,1928,S,398,22448
05342,,,с.,Бонево,DOB,DOB27,DOB27-05,3,8,4,1928,NE,399,7488
05356,,,с.,Борец,PDV,PDV07,PDV07-02,3,6,4,1928,S,401,21605
05365,63207,,с.,Борие,SML,SML27,SML27-01,3,7,7,1928,S,402,0
05387,43582,,с.,Борика,SML,SML16,SML16-00,3,8,7,1928,S,403,0
05390,,,с.,Борика,SFO,SFO20,SFO20-00,3,8,7,1928,SW,404,29475
05400,,46365 69211 ,с.,Борики,GAB,GAB05,GAB05-00,3,7,6,1928,N,405,4651
05414,,57916 80604 ,с.,Бориково,SML,SML31,SML31-00,3,8,7,1928,S,406,22267
05428,,,с.,Бориловец,VID,VID03,VID03-05,3,7,4,1928,NW,407,10229
05431,,,с.,Борилово,SZR,SZR31,SZR31-04,3,7,6,1928,SE,408,23497
05445,,,с.,Борима,LOV,LOV34,LOV34-05,3,5,5,1928,NW,409,65216
05459,,,с.,Боримечково,PAZ,PAZ14,PAZ14-01,3,7,6,1928,S,410,31622
05462,,,с.,Борино,SML,SML05,SML05-00,3,5,8,1928,S,411,74567
05476,,56246,с.,Бориново,SML,SML16,SML16-19,3,7,7,1928,S,412,10000
05480,,,с.,Боринци,SLV,SLV11,SLV11-02,3,7,5,1928,SE,413,22786
05493,,,с.,Борислав,PVN,PVN27,PVN27-01,3,7,3,1928,NW,414,11728
05503,,,с.,Бориславци,HKV,HKV18,HKV18-01,3,7,3,1928,S,415,24333
05517,,,с.,Борисово,RSE,RSE33,RSE33-02,3,6,1,1928,N,416,29653
05520,,,с.,Борисово,JAM,JAM07,JAM07-00,3,8,4,1928,SE,417,19659
05534,,,с.,Борнарево,PER,PER36,PER36-00,3,8,6,1928,SW,418,5565
05548,,,с.,Борован,VRC,VRC05,VRC05-00,3,5,3,1928,NW,420,81458
05551,,,с.,Боров дол,SLV,SLV24,SLV24-02,3,6,5,1928,SE,419,38622
05565,,,с.,Боровец,KNL,KNL27,KNL27-00,3,8,5,1928,SW,421,5946
05579,,,с.,Боровина,SML,SML16,SML16-20,3,6,7,1928,S,422,10212
05582,,,с.,Боровица,VID,VID01,VID01-01,3,7,5,1928,NW,423,23533
05596,,,с.,Боровичене,BLG,BLG33,BLG33-00,3,8,6,1928,SW,425,6220
05606,,,с.,Борово,BLG,BLG11,BLG11-02,3,5,6,1928,SW,426,10348
05611,,,гр.,Борово,RSE,RSE03,RSE03-00,1,4,4,1928,N,427,37264
05623,,,с.,Борово,PDV,PDV15,PDV15-00,3,8,8,1928,S,428,29614
05637,,,с.,Борово,SZR,SZR31,SZR31-00,3,8,3,1928,SE,429,9646
05640,,,с.,Боровско,KRZ,KRZ35,KRZ35-36,3,8,5,1928,S,430,4021
05654,,,с.,Боровци,MON,MON02,MON02-04,3,6,4,1928,NW,431,27058
05668,18215,,с.,Борското,GAB,GAB05,GAB05-07,3,8,5,1928,N,432,0
05671,,07380 24637 ,с.,Борущица,SZR,SZR22,SZR22-00,3,8,7,1928,SE,433,44964
05685,,,с.,Борци,SHU,SHU07,SHU07-01,3,6,5,1928,NE,434,26504
05699,,,с.,Боряна,VAR,VAR16,VAR16-03,3,7,2,1928,NE,435,27694
05709,03054,,с.,Босевци,VTR,VTR13,VTR13-01,3,8,6,1928,N,436,0
05712,,,с.,Босилица,KRZ,KRZ35,KRZ35-36,3,8,6,1928,S,437,1444
05726,,,с.,Босилково,BGS,BGS23,BGS23-00,3,8,5,1928,SE,438,9858
05737,,,с.,Босилково,SML,SML02,SML02-00,3,8,8,1928,S,439,19277
05743,,,с.,Босилковци,RSE,RSE04,RSE04-03,3,7,2,1928,N,440,32825
05757,,,с.,Босна,SLS,SLS32,SLS32-01,3,6,2,1928,N,441,13616
05760,,,с.,Боснек,PER,PER32,PER32-00,3,7,7,1928,SW,442,28666
05791,,,с.,Бостанци,KRZ,KRZ35,KRZ35-25,3,8,5,1928,S,444,1160
05801,,,с.,Бостина,SML,SML31,SML31-06,3,7,7,1928,S,445,4771
05815,,,гр.,Ботевград,SFO,SFO07,SFO07-00,1,2,5,1928,SW,446,53298
05829,,,с.,Ботево,VAR,VAR02,VAR02-01,3,7,4,1928,NE,447,35676
05832,,,с.,Ботево,VID,VID09,VID09-00,3,8,2,1928,NW,448,4937
05846,,,с.,Ботево,VRC,VRC35,VRC35-00,3,8,2,1928,NW,449,9355
05852,,,с.,Ботево,MON,MON11,MON11-00,3,8,2,1928,NW,450,5356
05863,,,с.,Ботево,JAM,JAM25,JAM25-04,3,6,3,1928,SE,451,43041
05877,,,с.,Ботров,RSE,RSE04,RSE04-11,3,7,2,1928,N,452,16470
05894,,,с.,Ботуня,VRC,VRC21,VRC21-02,3,7,4,1928,NW,453,18172
05904,,,с.,Ботурче,HKV,HKV11,HKV11-04,3,8,5,1928,S,454,26549
05918,,,с.,Бохова,PER,PER51,PER51-00,3,8,7,1928,SW,455,10124
05921,,,с.,Бохот,PVN,PVN24,PVN24-02,3,6,5,1928,NW,456,46489
05935,61861,,с.,Бочковци,VTR,VTR04,VTR04-00,3,8,6,1928,N,457,0
05949,,,с.,Бошуля,PAZ,PAZ29,PAZ29-02,3,6,4,1928,S,458,13978
05952,,,с.,Бояджик,JAM,JAM25,JAM25-05,3,5,3,1928,SE,459,48470
05966,,,с.,Боян,SHU,SHU07,SHU07-02,3,6,5,1928,NE,460,13091
05978,,,с.,Бояна,VAR,VAR09,VAR09-01,3,7,4,1928,NE,462,16435
05983,,,с.,Боян Ботево,HKV,HKV19,HKV19-02,3,6,5,1928,S,461,6923
05997,,,с.,Бояново,VID,VID15,VID15-00,3,8,3,1928,NW,463,6010
06001,,,с.,Бояново,JAM,JAM07,JAM07-02,3,5,3,1928,SE,464,38016
06015,12396,,с.,Бояновци,VTR,VTR04,VTR04-00,3,8,5,1928,N,465,0
06029,,,с.,Боянци,PDV,PDV01,PDV01-02,3,5,3,1928,S,466,8891
06032,,,с.,Брадвари,SLS,SLS31,SLS31-04,3,5,3,1928,N,467,38059
06046,,,с.,Бракница,TGV,TGV24,TGV24-00,3,8,5,1928,NE,468,16062
06050,,,с.,Бракьовци,SFO,SFO09,SFO09-00,3,8,7,1928,SW,469,40563
06077,,,с.,Браниполе,PDV,PDV26,PDV26-03,3,5,3,1928,S,470,7383
06080,,,с.,Браница,HKV,HKV33,HKV33-03,3,7,5,1928,S,471,37723
06094,,,с.,Браничево,SHU,SHU18,SHU18-01,3,5,4,1928,NE,472,21404
06104,,,с.,Бранище,DOB,DOB15,DOB15-08,3,6,4,1928,NE,473,9807
06118,12396,,с.,Бранковци,VTR,VTR04,VTR04-00,3,8,5,1928,N,474,0
06121,,,с.,Бранковци,VID,VID15,VID15-00,3,8,4,1928,NW,475,22609
06135,,,с.,Братан,SLV,SLV11,SLV11-00,3,8,7,1928,SE,476,65224
06149,,,с.,Братаница,PAZ,PAZ19,PAZ19-03,3,5,4,1928,S,477,10206
06152,,,с.,Братово,BGS,BGS04,BGS04-02,3,7,1,1928,SE,478,8285
06166,,,с.,Братово,TGV,TGV35,TGV35-06,3,7,5,1928,NE,479,11675
06175,,,с.,Братушково,SFO,SFO45,SFO45-00,3,8,6,1928,SW,480,10203
06183,,,с.,Братя Даскалови,SZR,SZR04,SZR04-00,3,5,3,1928,SE,481,35193
06197,,,с.,Братя Кунчеви,SZR,SZR31,SZR31-06,3,6,4,1928,SE,482,34074
06207,,,гр.,Брацигово,PAZ,PAZ06,PAZ06-00,1,4,5,1928,S,483,26199
06210,,,с.,Брегаре,PVN,PVN10,PVN10-04,3,7,2,1928,NW,484,29907
06224,,,гр.,Брегово,VID,VID06,VID06-00,1,4,1,1928,NW,485,46476
06238,,,с.,Брежани,BLG,BLG44,BLG44-01,3,5,6,1928,SW,488,39676
06241,61323,,с.,Брежниците,GAB,GAB35,GAB35-04,3,8,6,1928,N,489,0
06255,80399,,с.,Бреза,SML,SML27,SML27-09,3,8,8,1928,S,490,0
06269,,,с.,Брезе,SML,SML09,SML09-02,3,6,8,1928,S,491,32872
06272,,,с.,Брезе,SFO,SFO43,SFO43-03,3,7,7,1928,SW,492,42668
06286,,,гр.,Брезник,PER,PER08,PER08-00,1,3,7,1928,SW,494,23481
06306,,,с.,Брезница,BLG,BLG11,BLG11-03,3,5,7,1928,SW,495,81815
06313,,,с.,Брезнишки извор,PER,PER08,PER08-00,3,8,7,1928,SW,496,8503
06327,,,с.,Брезовдол,SFO,SFO43,SFO43-00,3,8,7,1928,SW,497,17006
06344,55261,,с.,Брезово,VTR,VTR13,VTR13-00,3,8,5,1928,N,498,0
06361,,,гр.,Брезово,PDV,PDV07,PDV07-00,1,4,4,1928,S,499,49962
06375,,,с.,Бреница,PVN,PVN39,PVN39-01,3,5,3,1928,NW,500,83176
06389,,,с.,Бреница,SLS,SLS34,SLS34-03,3,7,3,1928,N,501,17212
06392,,,с.,Брест,KNL,KNL50,KNL50-00,3,8,7,1928,SW,502,5964
06402,,,с.,Брест,PVN,PVN08,PVN08-01,3,5,1,1928,NW,503,80803
06416,,,с.,Брестак,VAR,VAR09,VAR09-02,3,5,3,1928,NE,504,38673
06421,35821,,с.,Брестака,SFO,SFO56,SFO56-00,3,8,7,1928,SW,505,0
06433,,,с.,Бресте,PVN,PVN37,PVN37-01,3,7,4,1928,NW,506,25471
06447,,,с.,Брестник,PDV,PDV26,PDV26-04,3,5,4,1928,S,507,20752
06450,,,с.,Брестница,LOV,LOV38,LOV38-02,3,5,5,1928,NW,508,25282
06464,,,с.,Брестница,DOB,DOB27,DOB27-00,3,8,3,1928,NE,509,19702
06478,21124,,с.,Брестова,SZR,SZR37,SZR37-00,3,8,5,1928,SE,510,0
06481,,,с.,Брестовене,RAZ,RAZ11,RAZ11-01,3,5,4,1928,N,511,54125
06495,,,с.,Брестовец,PVN,PVN24,PVN24-03,3,6,4,1928,NW,512,23218
06505,,,с.,Брестовица,PDV,PDV26,PDV26-05,3,4,4,1928,S,513,54526
06519,,,с.,Брестовица,RSE,RSE03,RSE03-07,3,7,4,1928,N,514,20310
06522,,,с.,Брестово,BLG,BLG44,BLG44-00,3,8,7,1928,SW,515,16705
06536,,,с.,Брестово,LOV,LOV18,LOV18-00,3,8,6,1928,NW,516,38214
06547,,,с.,Брод,HKV,HKV09,HKV09-02,3,6,2,1928,S,517,20360
06553,,,с.,Бродилово,BGS,BGS13,BGS13-02,3,7,1,1928,SE,518,70189
06567,,,с.,Брош,KRZ,KRZ16,KRZ16-55,3,7,5,1928,S,519,2899
06570,,,гр.,Брусарци,MON,MON07,MON07-00,1,4,2,1928,NW,520,20840
06584,,,с.,Брусевци,HKV,HKV18,HKV18-00,3,8,5,1928,S,521,12198
06598,,,с.,Брусен,VRC,VRC27,VRC27-02,3,6,4,1928,NW,522,6807
06608,,49641 54050 ,с.,Брусен,SFO,SFO18,SFO18-02,3,7,5,1928,SW,523,73278
06625,,,с.,Брусино,HKV,HKV11,HKV11-16,3,8,6,1928,S,524,5126
06639,,,с.,Брусник,PER,PER08,PER08-00,3,8,7,1928,SW,525,9917
06642,38577,,с.,Брънеците,GAB,GAB05,GAB05-09,3,8,5,1927,N,526,0
06662,87326,,с.,Бръчковци,VTR,VTR13,VTR13-00,3,8,5,1928,N,527,0
06673,,,с.,Бръшлен,RSE,RSE33,RSE33-03,3,7,1,1928,N,528,24831
06687,,,с.,Бръшлян,BGS,BGS12,BGS12-00,3,8,4,1928,SE,529,57496
06690,,,с.,Бръшляница,PVN,PVN24,PVN24-04,3,7,2,1928,NW,530,37905
06700,,,с.,Бръщен,SML,SML10,SML10-02,3,6,8,1928,S,531,30914
06728,,,с.,Бряговец,KRZ,KRZ15,KRZ15-68,3,7,3,1928,S,532,30791
06731,,,с.,Бряговица,VTR,VTR31,VTR31-04,3,6,2,1928,N,533,19128
06745,,,с.,Брягово,PDV,PDV23,PDV23-01,3,7,1,1928,S,534,49659
06759,,,с.,Брягово,HKV,HKV34,HKV34-02,3,6,3,1928,S,535,27037
06762,,,с.,Бряст,HKV,HKV09,HKV09-03,3,7,3,1928,S,536,15040
06776,,,с.,Брястовец,BGS,BGS04,BGS04-03,3,7,4,1928,SE,537,29292
06788,,,с.,Брястово,SLV,SLV16,SLV16-30,3,7,4,1928,SE,538,10127
06793,18160,,с.,Брястово,DOB,DOB03,DOB03-03,3,8,3,1928,NE,539,0
06803,,48297,с.,Брястово,HKV,HKV19,HKV19-03,3,7,5,1928,S,540,34732
06817,,,с.,Бубино,HKV,HKV11,HKV11-00,3,8,6,1928,S,541,16132
06848,,,с.,Бузовград,SZR,SZR12,SZR12-01,3,5,5,1928,SE,543,13198
06851,,04649 20729 48009 55405 63522 ,с.,Бузяковци,SFO,SFO20,SFO20-00,3,8,7,1928,SW,544,35713
06865,,,с.,Буйновица,SHU,SHU07,SHU07-03,3,7,5,1928,NE,545,7723
06879,,,с.,Буйново,SML,SML05,SML05-06,3,6,8,1928,S,546,45467
06882,,,с.,Буйново,TGV,TGV35,TGV35-41,3,6,5,1928,NE,547,20004
06896,,10522 14088 22513 23265 37616 39075 39880 43061 47227 51531 51706 51771 52386 83452 ,с.,Буйновци,VTR,VTR13,VTR13-04,3,8,6,1928,N,548,56843
06906,,,с.,Бук,KRZ,KRZ15,KRZ15-03,3,7,5,1928,S,549,16403
06919,,,с.,Букак,TGV,TGV02,TGV02-00,3,8,5,1928,NE,550,8267
06923,,,с.,Буката,SML,SML31,SML31-00,3,8,8,1928,S,551,7631
06937,,,с.,Букова поляна,SML,SML16,SML16-18,3,6,7,1928,S,553,6536
06940,,,с.,Буковец,VTR,VTR04,VTR04-00,3,8,5,1928,N,554,8717
06954,,,с.,Буковец,VID,VID09,VID09-05,3,6,2,1928,NW,555,18152
06968,,,с.,Буковец,VRC,VRC08,VRC08-02,3,7,4,1928,NW,556,20465
06971,,,с.,Буковец,MON,MON07,MON07-10,3,7,3,1928,NW,557,26732
06985,,,с.,Буковец,SFO,SFO43,SFO43-00,3,8,7,1928,SW,558,37261
06999,,,с.,Буковлък,PVN,PVN24,PVN24-05,3,5,2,1928,NW,559,21379
07003,,,с.,Буково,BLG,BLG11,BLG11-04,3,5,7,1928,SW,560,16593
07017,,,с.,Буково,SML,SML16,SML16-21,3,7,7,1928,S,561,7774
07020,,,с.,Букоровци,SFO,SFO09,SFO09-00,3,8,6,1928,SW,563,5079
07034,,,с.,Булаир,VAR,VAR13,VAR13-01,3,7,5,1928,NE,564,12050
07048,,,с.,Буново,KNL,KNL29,KNL29-00,3,8,8,1928,SW,565,20437
07051,,,с.,Буново,SFO,SFO56,SFO56-02,3,7,6,1928,SW,566,49711
07065,,,с.,Бураново,KNL,KNL27,KNL27-03,3,7,5,1928,SW,568,10898
07079,,,гр.,Бургас,BGS,BGS04,BGS04-00,1,1,1,1928,SE,569,284442
07082,,,с.,Буря,GAB,GAB29,GAB29-33,3,7,6,1928,N,571,22480
07096,,,с.,Бусинци,PER,PER51,PER51-00,3,8,7,1928,SW,572,10335
07106,,,с.,Бусманци,SOF,SOF46,SOF46-31,3,5,6,1928,SW,573,12708
07116,,,с.,Бутан,VRC,VRC20,VRC20-01,3,5,2,1928,NW,574,64454
07123,,,с.,Бутово,VTR,VTR22,VTR22-02,3,6,2,1928,N,575,25841
07137,,,с.,Бутроинци,PER,PER51,PER51-00,3,8,7,1928,SW,577,13257
07140,,,гр.,Бухово,SOF,SOF46,SOF46-49,1,4,6,1928,SW,578,44821
07154,,,с.,Буховци,TGV,TGV35,TGV35-07,3,6,4,1928,NE,579,24246
07168,,,с.,Бучино,BLG,BLG03,BLG03-00,3,8,5,1928,SW,581,15929
07171,,,с.,Бучин проход,SFO,SFO26,SFO26-03,3,7,7,1928,SW,580,15904
07185,12677,,с.,Бучуковци,GAB,GAB12,GAB12-02,3,8,6,1928,N,582,0
07199,,,с.,Бъдеще,SZR,SZR31,SZR31-07,3,7,3,1928,SE,583,16440
07209,,,с.,Бъзовец,MON,MON11,MON11-00,3,8,3,1928,NW,584,12131
07212,,,с.,Бъзовец,RSE,RSE08,RSE08-03,3,5,3,1928,N,585,31704
07226,,,с.,Бъзовица,KNL,KNL50,KNL50-00,3,8,7,1928,SW,586,8927
07231,,,с.,Бъзън,RSE,RSE27,RSE27-14,3,5,3,1928,N,587,26856
07243,,,с.,Българаново,TGV,TGV22,TGV22-40,3,7,5,1928,NE,588,6010
07257,,,с.,Българево,DOB,DOB17,DOB17-04,3,5,2,1928,NE,589,57145
07260,,,с.,Българене,LOV,LOV18,LOV18-05,3,7,5,1928,NW,590,29680
07274,,,с.,Българене,PVN,PVN16,PVN16-04,3,6,2,1928,NW,591,35057
07288,,,с.,Българене,SZR,SZR27,SZR27-00,3,8,3,1928,SE,592,7819
07291,,,с.,Българи,BGS,BGS13,BGS13-00,3,8,4,1928,SE,593,44403
07315,,,с.,Българин,HKV,HKV33,HKV33-04,3,6,3,1928,S,595,27712
07329,,,с.,Българка,SLS,SLS31,SLS31-00,3,8,2,1928,N,596,21787
07332,,,гр.,Българово,BGS,BGS04,BGS04-04,1,5,2,1928,SE,597,52035
07346,,,с.,Българска поляна,HKV,HKV32,HKV32-01,3,7,5,1928,S,598,45692
07357,,,с.,Български извор,LOV,LOV33,LOV33-01,3,5,4,1928,NW,599,20093
07363,,,с.,Българско Сливово,VTR,VTR28,VTR28-03,3,5,3,1928,N,600,40107
07377,,,с.,Българчево,BLG,BLG03,BLG03-05,3,7,6,1928,SW,601,12072
07380,05671,,с.,Бънзарето,SZR,SZR22,SZR22-00,3,8,7,1928,SE,602,0
07394,,,с.,Бърдарево,VAR,VAR13,VAR13-00,3,8,3,1928,NE,603,9341
07404,27526,,с.,Бърдарите,GAB,GAB35,GAB35-04,3,8,6,1928,N,604,0
07418,,,с.,Бърдарски геран,VRC,VRC08,VRC08-03,3,6,3,1928,NW,605,28033
07421,81058,,с.,Бърдени,GAB,GAB35,GAB35-00,3,8,6,1928,N,606,0
07435,,,с.,Бърдо,SFO,SFO20,SFO20-00,3,8,8,1928,SW,607,20021
07452,,,с.,Бърдоква,RAZ,RAZ14,RAZ14-02,3,7,4,1928,N,608,8736
07472,,,с.,Бърза река,KRZ,KRZ35,KRZ35-26,3,8,5,1928,S,609,3516
07497,,,с.,Бързина,VRC,VRC35,VRC35-02,3,7,3,1928,NW,611,30575
07507,,,с.,Бързица,VAR,VAR24,VAR24-03,3,7,2,1928,NE,612,12457
07510,,37318,с.,Бързия,MON,MON02,MON02-05,3,5,5,1928,NW,613,86669
07524,,,с.,Бъркач,PVN,PVN11,PVN11-01,3,6,4,1928,NW,614,28024
07538,,,с.,Бъркачево,VRC,VRC08,VRC08-04,3,6,3,1928,NW,615,23038
07541,,,с.,Бърложница,SFO,SFO45,SFO45-00,3,8,6,1928,SW,616,8300
07555,,,с.,Бърля,SFO,SFO09,SFO09-00,3,8,7,1928,SW,617,26158
